,age_end,age_start,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,year_end,year_start
584,34.0,30.0,FIN,i,157243.0,,male,-99.0,,0.001221,2004.0,2004.0
585,39.0,35.0,FIN,i,184359.0,,male,-99.0,,0.0020178,2004.0,2004.0
586,44.0,40.0,FIN,i,192709.0,,male,-99.0,,0.0027243,2004.0,2004.0
587,49.0,45.0,FIN,i,194111.0,,male,-99.0,,0.0031631,2004.0,2004.0
588,54.0,50.0,FIN,i,201613.0,,male,-99.0,,0.0030603,2004.0,2004.0
589,59.0,55.0,FIN,i,200277.0,,male,-99.0,,0.0026863,2004.0,2004.0
590,64.0,60.0,FIN,i,131662.0,,male,-99.0,,0.0022254,2004.0,2004.0
591,69.0,65.0,FIN,i,111985.0,,male,-99.0,,0.001652,2004.0,2004.0
592,74.0,70.0,FIN,i,90094.0,,male,-99.0,,0.0018203,2004.0,2004.0
593,79.0,75.0,FIN,i,67504.0,,male,-99.0,,0.0019406,2004.0,2004.0
594,100.0,80.0,FIN,i,56398.0,,male,-99.0,,0.0021455,2004.0,2004.0
595,4.0,0.0,FIN,i,142973.0,,male,-99.0,,1.4e-05,2005.0,2005.0
596,9.0,5.0,FIN,i,151301.0,,male,-99.0,,6.61e-06,2005.0,2005.0
597,14.0,10.0,FIN,i,168102.0,,male,-99.0,,2.38e-05,2005.0,2005.0
598,19.0,15.0,FIN,i,163344.0,,male,-99.0,,0.0001224,2005.0,2005.0
599,24.0,20.0,FIN,i,170601.0,,male,-99.0,,0.0003165,2005.0,2005.0
600,29.0,25.0,FIN,i,169354.0,,male,-99.0,,0.00062,2005.0,2005.0
601,34.0,30.0,FIN,i,157495.0,,male,-99.0,,0.0011429,2005.0,2005.0
602,39.0,35.0,FIN,i,179383.0,,male,-99.0,,0.0017449,2005.0,2005.0
603,44.0,40.0,FIN,i,192226.0,,male,-99.0,,0.0026427,2005.0,2005.0
604,49.0,45.0,FIN,i,192187.0,,male,-99.0,,0.0027317,2005.0,2005.0
605,54.0,50.0,FIN,i,198086.0,,male,-99.0,,0.0026302,2005.0,2005.0
606,59.0,55.0,FIN,i,206808.0,,male,-99.0,,0.0025434,2005.0,2005.0
607,64.0,60.0,FIN,i,139145.0,,male,-99.0,,0.0023069,2005.0,2005.0
608,69.0,65.0,FIN,i,113514.0,,male,-99.0,,0.0015152,2005.0,2005.0
609,74.0,70.0,FIN,i,90573.0,,male,-99.0,,0.0014132,2005.0,2005.0
610,79.0,75.0,FIN,i,69813.0,,male,-99.0,,0.0015327,2005.0,2005.0
611,100.0,80.0,FIN,i,59821.0,,male,-99.0,,0.0014711,2005.0,2005.0
612,14.0,10.0,FIN,i,166240.0,,male,-99.0,,6.02e-06,2006.0,2006.0
613,19.0,15.0,FIN,i,165130.0,,male,-99.0,,0.0001756,2006.0,2006.0
614,24.0,20.0,FIN,i,170286.0,,male,-99.0,,0.0004581,2006.0,2006.0
615,29.0,25.0,FIN,i,169301.0,,male,-99.0,,0.0007915,2006.0,2006.0
616,34.0,30.0,FIN,i,160300.0,,male,-99.0,,0.000942,2006.0,2006.0
617,39.0,35.0,FIN,i,174098.0,,male,-99.0,,0.0019012,2006.0,2006.0
618,44.0,40.0,FIN,i,191360.0,,male,-99.0,,0.0028951,2006.0,2006.0
619,49.0,45.0,FIN,i,190164.0,,male,-99.0,,0.0027976,2006.0,2006.0
620,54.0,50.0,FIN,i,196531.0,,male,-99.0,,0.0025034,2006.0,2006.0
621,59.0,55.0,FIN,i,206116.0,,male,-99.0,,0.0025277,2006.0,2006.0
622,64.0,60.0,FIN,i,149364.0,,male,-99.0,,0.001888,2006.0,2006.0
623,69.0,65.0,FIN,i,117423.0,,male,-99.0,,0.0016692,2006.0,2006.0
624,74.0,70.0,FIN,i,91167.0,,male,-99.0,,0.0016344,2006.0,2006.0
625,79.0,75.0,FIN,i,71926.0,,male,-99.0,,0.0013069,2006.0,2006.0
626,100.0,80.0,FIN,i,63523.0,,male,-99.0,,0.00159,2006.0,2006.0
627,4.0,0.0,GBR,i,1793428.0,,male,-99.0,,3.9e-06,2000.0,2000.0
628,9.0,5.0,GBR,i,1946379.0,,male,-99.0,,1.44e-05,2000.0,2000.0
629,14.0,10.0,GBR,i,1973103.0,,male,-99.0,,1.82e-05,2000.0,2000.0
630,19.0,15.0,GBR,i,1854120.0,,male,-99.0,,7.12e-05,2000.0,2000.0
631,24.0,20.0,GBR,i,1760404.0,,male,-99.0,,0.0002159,2000.0,2000.0
632,29.0,25.0,GBR,i,2011603.0,,male,-99.0,,0.0003346,2000.0,2000.0
633,34.0,30.0,GBR,i,2279347.0,,male,-99.0,,0.0005519,2000.0,2000.0
634,39.0,35.0,GBR,i,2272839.0,,male,-99.0,,0.0007189,2000.0,2000.0
635,44.0,40.0,GBR,i,2020863.0,,male,-99.0,,0.0008091,2000.0,2000.0
636,49.0,45.0,GBR,i,1857684.0,,male,-99.0,,0.0008963,2000.0,2000.0
637,54.0,50.0,GBR,i,1989528.0,,male,-99.0,,0.000756,2000.0,2000.0
638,59.0,55.0,GBR,i,1613522.0,,male,-99.0,,0.0006824,2000.0,2000.0
639,64.0,60.0,GBR,i,1414889.0,,male,-99.0,,0.0006778,2000.0,2000.0
640,69.0,65.0,GBR,i,1240069.0,,male,-99.0,,0.0007016,2000.0,2000.0
641,74.0,70.0,GBR,i,1055656.0,,male,-99.0,,0.0007474,2000.0,2000.0
642,79.0,75.0,GBR,i,827322.0,,male,-99.0,,0.000753,2000.0,2000.0
643,100.0,80.0,GBR,i,755543.0,,male,-99.0,,0.0009265,2000.0,2000.0
644,4.0,0.0,GBR,i,1768815.0,,male,-99.0,,8.48e-06,2001.0,2001.0
645,9.0,5.0,GBR,i,1925825.0,,male,-99.0,,1.51e-05,2001.0,2001.0
646,14.0,10.0,GBR,i,1981668.0,,male,-99.0,,2.17e-05,2001.0,2001.0
647,19.0,15.0,GBR,i,1894696.0,,male,-99.0,,7.65e-05,2001.0,2001.0
648,24.0,20.0,GBR,i,1778681.0,,male,-99.0,,0.0002024,2001.0,2001.0
649,29.0,25.0,GBR,i,1965910.0,,male,-99.0,,0.0003759,2001.0,2001.0
650,34.0,30.0,GBR,i,2247428.0,,male,-99.0,,0.0005375,2001.0,2001.0
651,39.0,35.0,GBR,i,2301831.0,,male,-99.0,,0.0007268,2001.0,2001.0
652,44.0,40.0,GBR,i,2072355.0,,male,-99.0,,0.0008758,2001.0,2001.0
653,49.0,45.0,GBR,i,1856161.0,,male,-99.0,,0.0009116,2001.0,2001.0
654,54.0,50.0,GBR,i,1983818.0,,male,-99.0,,0.0007546,2001.0,2001.0
655,59.0,55.0,GBR,i,1676638.0,,male,-99.0,,0.0007652,2001.0,2001.0
656,64.0,60.0,GBR,i,1427839.0,,male,-99.0,,0.0007088,2001.0,2001.0
657,69.0,65.0,GBR,i,1246700.0,,male,-99.0,,0.0007235,2001.0,2001.0
658,74.0,70.0,GBR,i,1052933.0,,male,-99.0,,0.0007664,2001.0,2001.0
659,79.0,75.0,GBR,i,838672.0,,male,-99.0,,0.000874,2001.0,2001.0
660,100.0,80.0,GBR,i,778793.0,,male,-99.0,,0.0010028,2001.0,2001.0
661,4.0,0.0,GBR,i,1747270.0,,male,-99.0,,1.14e-05,2002.0,2002.0
662,9.0,5.0,GBR,i,1900292.0,,male,-99.0,,7.37e-06,2002.0,2002.0
663,14.0,10.0,GBR,i,1984645.0,,male,-99.0,,2.42e-05,2002.0,2002.0
664,19.0,15.0,GBR,i,1936628.0,,male,-99.0,,8.16e-05,2002.0,2002.0
665,24.0,20.0,GBR,i,1820630.0,,male,-99.0,,0.0002098,2002.0,2002.0
666,29.0,25.0,GBR,i,1924935.0,,male,-99.0,,0.0003444,2002.0,2002.0
667,34.0,30.0,GBR,i,2207259.0,,male,-99.0,,0.0005622,2002.0,2002.0
668,39.0,35.0,GBR,i,2320065.0,,male,-99.0,,0.0007452,2002.0,2002.0
669,44.0,40.0,GBR,i,2127083.0,,male,-99.0,,0.0008871,2002.0,2002.0
670,49.0,45.0,GBR,i,1875137.0,,male,-99.0,,0.0009279,2002.0,2002.0
671,54.0,50.0,GBR,i,1946391.0,,male,-99.0,,0.0007943,2002.0,2002.0
672,59.0,55.0,GBR,i,1753954.0,,male,-99.0,,0.000715,2002.0,2002.0
673,64.0,60.0,GBR,i,1439969.0,,male,-99.0,,0.0006965,2002.0,2002.0
674,69.0,65.0,GBR,i,1256082.0,,male,-99.0,,0.0007523,2002.0,2002.0
675,74.0,70.0,GBR,i,1054725.0,,male,-99.0,,0.0007898,2002.0,2002.0
676,79.0,75.0,GBR,i,841286.0,,male,-99.0,,0.0008582,2002.0,2002.0
677,100.0,80.0,GBR,i,808024.0,,male,-99.0,,0.0010037,2002.0,2002.0
678,4.0,0.0,GBR,i,1731722.0,,male,-99.0,,9.24e-06,2003.0,2003.0
679,9.0,5.0,GBR,i,1871916.0,,male,-99.0,,1.87e-05,2003.0,2003.0
680,14.0,10.0,GBR,i,1981730.0,,male,-99.0,,1.61e-05,2003.0,2003.0
681,19.0,15.0,GBR,i,1976346.0,,male,-99.0,,8.35e-05,2003.0,2003.0
682,24.0,20.0,GBR,i,1878076.0,,male,-99.0,,0.0002082,2003.0,2003.0
683,29.0,25.0,GBR,i,1893534.0,,male,-99.0,,0.0004014,2003.0,2003.0
684,34.0,30.0,GBR,i,2161801.0,,male,-99.0,,0.0005565,2003.0,2003.0
685,39.0,35.0,GBR,i,2326723.0,,male,-99.0,,0.0007633,2003.0,2003.0
686,44.0,40.0,GBR,i,2181024.0,,male,-99.0,,0.0009583,2003.0,2003.0
687,49.0,45.0,GBR,i,1910561.0,,male,-99.0,,0.000961,2003.0,2003.0
688,54.0,50.0,GBR,i,1892513.0,,male,-99.0,,0.0008597,2003.0,2003.0
689,59.0,55.0,GBR,i,1832107.0,,male,-99.0,,0.0007772,2003.0,2003.0
690,64.0,60.0,GBR,i,1456325.0,,male,-99.0,,0.0007965,2003.0,2003.0
691,69.0,65.0,GBR,i,1267859.0,,male,-99.0,,0.0008132,2003.0,2003.0
692,74.0,70.0,GBR,i,1060463.0,,male,-99.0,,0.0008355,2003.0,2003.0
693,79.0,75.0,GBR,i,838619.0,,male,-99.0,,0.0009039,2003.0,2003.0
694,100.0,80.0,GBR,i,841143.0,,male,-99.0,,0.0009392,2003.0,2003.0
695,4.0,0.0,GBR,i,1725503.0,,male,-99.0,,5.8e-06,2004.0,2004.0
696,9.0,5.0,GBR,i,1843499.0,,male,-99.0,,1.3e-05,2004.0,2004.0
697,14.0,10.0,GBR,i,1972762.0,,male,-99.0,,1.52e-05,2004.0,2004.0
698,19.0,15.0,GBR,i,2009781.0,,male,-99.0,,9.3e-05,2004.0,2004.0
699,24.0,20.0,GBR,i,1939285.0,,male,-99.0,,0.000181,2004.0,2004.0
700,29.0,25.0,GBR,i,1877591.0,,male,-99.0,,0.0004426,2004.0,2004.0
701,34.0,30.0,GBR,i,2114813.0,,male,-99.0,,0.0006355,2004.0,2004.0
702,39.0,35.0,GBR,i,2321422.0,,male,-99.0,,0.0008335,2004.0,2004.0
703,44.0,40.0,GBR,i,2229372.0,,male,-99.0,,0.0009886,2004.0,2004.0
704,49.0,45.0,GBR,i,1955160.0,,male,-99.0,,0.001004,2004.0,2004.0
705,54.0,50.0,GBR,i,1844294.0,,male,-99.0,,0.0009792,2004.0,2004.0
706,59.0,55.0,GBR,i,1892835.0,,male,-99.0,,0.0007243,2004.0,2004.0
707,64.0,60.0,GBR,i,1483883.0,,male,-99.0,,0.0007865,2004.0,2004.0
708,69.0,65.0,GBR,i,1281540.0,,male,-99.0,,0.0008833,2004.0,2004.0
709,74.0,70.0,GBR,i,1068810.0,,male,-99.0,,0.0008991,2004.0,2004.0
710,79.0,75.0,GBR,i,835986.0,,male,-99.0,,0.0009318,2004.0,2004.0
711,100.0,80.0,GBR,i,874996.0,,male,-99.0,,0.0009417,2004.0,2004.0
712,4.0,0.0,GBR,i,1730422.0,,male,-99.0,,7.51e-06,2005.0,2005.0
713,9.0,5.0,GBR,i,1817419.0,,male,-99.0,,6.6e-06,2005.0,2005.0
714,14.0,10.0,GBR,i,1957928.0,,male,-99.0,,1.69e-05,2005.0,2005.0
715,19.0,15.0,GBR,i,2034025.0,,male,-99.0,,7.62e-05,2005.0,2005.0
716,24.0,20.0,GBR,i,1995382.0,,male,-99.0,,0.000203,2005.0,2005.0
717,29.0,25.0,GBR,i,1880795.0,,male,-99.0,,0.0004062,2005.0,2005.0
718,34.0,30.0,GBR,i,2069622.0,,male,-99.0,,0.0006291,2005.0,2005.0
719,39.0,35.0,GBR,i,2304384.0,,male,-99.0,,0.0008779,2005.0,2005.0
720,44.0,40.0,GBR,i,2268444.0,,male,-99.0,,0.001054,2005.0,2005.0
721,49.0,45.0,GBR,i,2003079.0,,male,-99.0,,0.0010279,2005.0,2005.0
722,54.0,50.0,GBR,i,1817758.0,,male,-99.0,,0.0009908,2005.0,2005.0
723,59.0,55.0,GBR,i,1923859.0,,male,-99.0,,0.0007594,2005.0,2005.0
724,64.0,60.0,GBR,i,1526688.0,,male,-99.0,,0.0007998,2005.0,2005.0
725,69.0,65.0,GBR,i,1296954.0,,male,-99.0,,0.0007911,2005.0,2005.0
726,74.0,70.0,GBR,i,1078785.0,,male,-99.0,,0.0008751,2005.0,2005.0
727,79.0,75.0,GBR,i,837271.0,,male,-99.0,,0.0009364,2005.0,2005.0
728,100.0,80.0,GBR,i,907265.0,,male,-99.0,,0.0011452,2005.0,2005.0
729,19.0,15.0,ISL,i,10919.0,,male,-99.0,,9.16e-05,2000.0,2000.0
730,24.0,20.0,ISL,i,10787.0,,male,-99.0,,9.27e-05,2000.0,2000.0
731,29.0,25.0,ISL,i,10671.0,,male,-99.0,,9.37e-05,2000.0,2000.0
732,34.0,30.0,ISL,i,10206.0,,male,-99.0,,0.000196,2000.0,2000.0
733,39.0,35.0,ISL,i,10719.0,,male,-99.0,,0.0007463,2000.0,2000.0
734,44.0,40.0,ISL,i,10641.0,,male,-99.0,,0.0013157,2000.0,2000.0
735,49.0,45.0,ISL,i,9472.0,,male,-99.0,,0.0009502,2000.0,2000.0
736,54.0,50.0,ISL,i,8250.0,,male,-99.0,,0.0002424,2000.0,2000.0
737,59.0,55.0,ISL,i,6202.0,,male,-99.0,,0.0012899,2000.0,2000.0
738,64.0,60.0,ISL,i,4784.0,,male,-99.0,,0.0010452,2000.0,2000.0
739,69.0,65.0,ISL,i,4675.0,,male,-99.0,,0.0008556,2000.0,2000.0
740,74.0,70.0,ISL,i,4068.0,,male,-99.0,,0.0012291,2000.0,2000.0
741,79.0,75.0,ISL,i,2985.0,,male,-99.0,,0.001005,2000.0,2000.0
742,100.0,80.0,ISL,i,2933.0,,male,-99.0,,0.0017047,2000.0,2000.0
743,24.0,20.0,ISL,i,11020.0,,male,-99.0,,0.0002722,2001.0,2001.0
744,29.0,25.0,ISL,i,10897.0,,male,-99.0,,0.0005506,2001.0,2001.0
745,34.0,30.0,ISL,i,10148.0,,male,-99.0,,0.0001971,2001.0,2001.0
746,39.0,35.0,ISL,i,10815.0,,male,-99.0,,0.0001849,2001.0,2001.0
747,44.0,40.0,ISL,i,10774.0,,male,-99.0,,0.0005569,2001.0,2001.0
748,49.0,45.0,ISL,i,9708.0,,male,-99.0,,0.0011331,2001.0,2001.0
749,54.0,50.0,ISL,i,8516.0,,male,-99.0,,0.0011743,2001.0,2001.0
750,59.0,55.0,ISL,i,6678.0,,male,-99.0,,0.0004492,2001.0,2001.0
751,64.0,60.0,ISL,i,4846.0,,male,-99.0,,0.0008254,2001.0,2001.0
752,69.0,65.0,ISL,i,4552.0,,male,-99.0,,0.0006591,2001.0,2001.0
753,74.0,70.0,ISL,i,4199.0,,male,-99.0,,0.0019052,2001.0,2001.0
754,79.0,75.0,ISL,i,3042.0,,male,-99.0,,0.0019724,2001.0,2001.0
755,100.0,80.0,ISL,i,3092.0,,male,-99.0,,0.0016171,2001.0,2001.0
756,24.0,20.0,ISL,i,11195.0,,male,-99.0,,0.0004466,2002.0,2002.0
757,29.0,25.0,ISL,i,10791.0,,male,-99.0,,0.000278,2002.0,2002.0
758,34.0,30.0,ISL,i,10185.0,,male,-99.0,,0.0002946,2002.0,2002.0
759,39.0,35.0,ISL,i,10781.0,,male,-99.0,,0.000371,2002.0,2002.0
760,44.0,40.0,ISL,i,10754.0,,male,-99.0,,0.0005579,2002.0,2002.0
761,49.0,45.0,ISL,i,10019.0,,male,-99.0,,0.0009981,2002.0,2002.0
762,54.0,50.0,ISL,i,8699.0,,male,-99.0,,0.0008047,2002.0,2002.0
763,59.0,55.0,ISL,i,7079.0,,male,-99.0,,0.0018364,2002.0,2002.0
764,64.0,60.0,ISL,i,5012.0,,male,-99.0,,0.0015962,2002.0,2002.0
765,74.0,70.0,ISL,i,4279.0,,male,-99.0,,0.0009348,2002.0,2002.0
766,79.0,75.0,ISL,i,3102.0,,male,-99.0,,0.0003224,2002.0,2002.0
767,100.0,80.0,ISL,i,3234.0,,male,-99.0,,0.0012369,2002.0,2002.0
768,24.0,20.0,ISL,i,11260.0,,male,-99.0,,0.0003552,2003.0,2003.0
769,29.0,25.0,ISL,i,10493.0,,male,-99.0,,0.0001906,2003.0,2003.0
770,34.0,30.0,ISL,i,10321.0,,male,-99.0,,0.0001938,2003.0,2003.0
771,44.0,40.0,ISL,i,10800.0,,male,-99.0,,0.000463,2003.0,2003.0
772,49.0,45.0,ISL,i,10197.0,,male,-99.0,,0.0008826,2003.0,2003.0
773,54.0,50.0,ISL,i,8957.0,,male,-99.0,,0.0007815,2003.0,2003.0
774,59.0,55.0,ISL,i,7417.0,,male,-99.0,,0.0005393,2003.0,2003.0
775,64.0,60.0,ISL,i,5256.0,,male,-99.0,,0.0009513,2003.0,2003.0
776,69.0,65.0,ISL,i,4493.0,,male,-99.0,,0.001558,2003.0,2003.0
777,74.0,70.0,ISL,i,4300.0,,male,-99.0,,0.0009302,2003.0,2003.0
778,79.0,75.0,ISL,i,3181.0,,male,-99.0,,0.0022006,2003.0,2003.0
779,100.0,80.0,ISL,i,3360.0,,male,-99.0,,0.0029762,2003.0,2003.0
780,19.0,15.0,ISL,i,10791.0,,male,-99.0,,9.27e-05,2004.0,2004.0
781,24.0,20.0,ISL,i,11158.0,,male,-99.0,,0.0004481,2004.0,2004.0
782,29.0,25.0,ISL,i,10439.0,,male,-99.0,,0.0002874,2004.0,2004.0
783,34.0,30.0,ISL,i,10497.0,,male,-99.0,,0.0001905,2004.0,2004.0
784,39.0,35.0,ISL,i,10498.0,,male,-99.0,,0.000381,2004.0,2004.0
785,44.0,40.0,ISL,i,10862.0,,male,-99.0,,0.0002762,2004.0,2004.0
786,49.0,45.0,ISL,i,10387.0,,male,-99.0,,0.001059,2004.0,2004.0
787,54.0,50.0,ISL,i,9258.0,,male,-99.0,,0.0007561,2004.0,2004.0
788,59.0,55.0,ISL,i,7763.0,,male,-99.0,,0.0009017,2004.0,2004.0
789,64.0,60.0,ISL,i,5567.0,,male,-99.0,,0.0010778,2004.0,2004.0
790,69.0,65.0,ISL,i,4530.0,,male,-99.0,,0.0006623,2004.0,2004.0
791,74.0,70.0,ISL,i,4280.0,,male,-99.0,,0.0014019,2004.0,2004.0
792,79.0,75.0,ISL,i,3269.0,,male,-99.0,,0.0015295,2004.0,2004.0
793,100.0,80.0,ISL,i,3475.0,,male,-99.0,,0.0017266,2004.0,2004.0
794,14.0,10.0,ISL,i,11754.0,,male,-99.0,,0.0001702,2005.0,2005.0
795,19.0,15.0,ISL,i,11183.0,,male,-99.0,,0.0005365,2005.0,2005.0
796,29.0,25.0,ISL,i,10829.0,,male,-99.0,,0.0003694,2005.0,2005.0
797,39.0,35.0,ISL,i,10508.0,,male,-99.0,,0.0001903,2005.0,2005.0
798,44.0,40.0,ISL,i,11027.0,,male,-99.0,,0.0003627,2005.0,2005.0
799,49.0,45.0,ISL,i,10841.0,,male,-99.0,,0.0014759,2005.0,2005.0
800,54.0,50.0,ISL,i,9541.0,,male,-99.0,,0.0007337,2005.0,2005.0
801,59.0,55.0,ISL,i,8179.0,,male,-99.0,,0.0007336,2005.0,2005.0
802,64.0,60.0,ISL,i,6001.0,,male,-99.0,,0.0014998,2005.0,2005.0
803,69.0,65.0,ISL,i,4550.0,,male,-99.0,,0.0010989,2005.0,2005.0
804,74.0,70.0,ISL,i,4223.0,,male,-99.0,,0.0009472,2005.0,2005.0
805,79.0,75.0,ISL,i,3396.0,,male,-99.0,,0.0005889,2005.0,2005.0
806,100.0,80.0,ISL,i,3584.0,,male,-99.0,,0.0027902,2005.0,2005.0
807,19.0,15.0,ISL,i,11678.0,,male,-99.0,,8.56e-05,2006.0,2006.0
808,24.0,20.0,ISL,i,10979.0,,male,-99.0,,0.0002732,2006.0,2006.0
809,29.0,25.0,ISL,i,11498.0,,male,-99.0,,0.0001739,2006.0,2006.0
810,34.0,30.0,ISL,i,11544.0,,male,-99.0,,0.0005198,2006.0,2006.0
811,39.0,35.0,ISL,i,10781.0,,male,-99.0,,0.000371,2006.0,2006.0
812,44.0,40.0,ISL,i,11508.0,,male,-99.0,,0.0007821,2006.0,2006.0
813,49.0,45.0,ISL,i,11418.0,,male,-99.0,,0.0008758,2006.0,2006.0
814,54.0,50.0,ISL,i,10044.0,,male,-99.0,,0.0006969,2006.0,2006.0
815,59.0,55.0,ISL,i,8582.0,,male,-99.0,,0.0015148,2006.0,2006.0
816,64.0,60.0,ISL,i,6486.0,,male,-99.0,,0.0006167,2006.0,2006.0
817,69.0,65.0,ISL,i,4595.0,,male,-99.0,,0.0006529,2006.0,2006.0
818,74.0,70.0,ISL,i,4157.0,,male,-99.0,,0.0004811,2006.0,2006.0
819,79.0,75.0,ISL,i,3537.0,,male,-99.0,,0.0016964,2006.0,2006.0
820,100.0,80.0,ISL,i,3710.0,,male,-99.0,,0.0024259,2006.0,2006.0
821,4.0,0.0,ISR,i,310368.0,,male,-99.0,,0.0001031,1999.0,1999.0
822,9.0,5.0,ISR,i,295706.0,,male,-99.0,,0.0001556,1999.0,1999.0
823,14.0,10.0,ISR,i,284592.0,,male,-99.0,,0.0001546,1999.0,1999.0
824,19.0,15.0,ISR,i,276810.0,,male,-99.0,,0.0003179,1999.0,1999.0
825,24.0,20.0,ISR,i,268786.0,,male,-99.0,,0.0003125,1999.0,1999.0
826,29.0,25.0,ISR,i,241482.0,,male,-99.0,,0.0004721,1999.0,1999.0
827,34.0,30.0,ISR,i,202335.0,,male,-99.0,,0.0006919,1999.0,1999.0
828,39.0,35.0,ISR,i,188271.0,,male,-99.0,,0.0008073,1999.0,1999.0
829,44.0,40.0,ISR,i,181805.0,,male,-99.0,,0.0008361,1999.0,1999.0
830,49.0,45.0,ISR,i,178093.0,,male,-99.0,,0.0010893,1999.0,1999.0
831,54.0,50.0,ISR,i,150212.0,,male,-99.0,,0.0007456,1999.0,1999.0
832,59.0,55.0,ISR,i,95239.0,,male,-99.0,,0.001869,1999.0,1999.0
833,64.0,60.0,ISR,i,95768.0,,male,-99.0,,0.0015454,1999.0,1999.0
834,69.0,65.0,ISR,i,80897.0,,male,-99.0,,0.0019284,1999.0,1999.0
835,74.0,70.0,ISR,i,69407.0,,male,-99.0,,0.0021612,1999.0,1999.0
836,79.0,75.0,ISR,i,54628.0,,male,-99.0,,0.0013912,1999.0,1999.0
837,100.0,80.0,ISR,i,54803.0,,male,-99.0,,0.0013868,1999.0,1999.0
838,4.0,0.0,ISR,i,318804.0,,male,-99.0,,0.0001317,2000.0,2000.0
839,9.0,5.0,ISR,i,300955.0,,male,-99.0,,0.000113,2000.0,2000.0
840,14.0,10.0,ISR,i,288296.0,,male,-99.0,,0.0001942,2000.0,2000.0
841,19.0,15.0,ISR,i,282180.0,,male,-99.0,,0.0002055,2000.0,2000.0
842,24.0,20.0,ISR,i,272268.0,,male,-99.0,,0.0003673,2000.0,2000.0
843,29.0,25.0,ISR,i,252390.0,,male,-99.0,,0.0005705,2000.0,2000.0
844,34.0,30.0,ISR,i,211782.0,,male,-99.0,,0.0006516,2000.0,2000.0
845,39.0,35.0,ISR,i,193034.0,,male,-99.0,,0.000746,2000.0,2000.0
846,44.0,40.0,ISR,i,185895.0,,male,-99.0,,0.0007424,2000.0,2000.0
847,49.0,45.0,ISR,i,182069.0,,male,-99.0,,0.0010655,2000.0,2000.0
848,54.0,50.0,ISR,i,161674.0,,male,-99.0,,0.0010144,2000.0,2000.0
849,59.0,55.0,ISR,i,100117.0,,male,-99.0,,0.0011786,2000.0,2000.0
850,64.0,60.0,ISR,i,98346.0,,male,-99.0,,0.0014235,2000.0,2000.0
851,69.0,65.0,ISR,i,82322.0,,male,-99.0,,0.001482,2000.0,2000.0
852,74.0,70.0,ISR,i,70671.0,,male,-99.0,,0.0017829,2000.0,2000.0
853,79.0,75.0,ISR,i,56103.0,,male,-99.0,,0.0011764,2000.0,2000.0
854,100.0,80.0,ISR,i,56703.0,,male,-99.0,,0.0014814,2000.0,2000.0
855,4.0,0.0,ISR,i,326963.0,,male,-99.0,,0.0002386,2001.0,2001.0
856,9.0,5.0,ISR,i,305960.0,,male,-99.0,,0.0001373,2001.0,2001.0
857,14.0,10.0,ISR,i,291674.0,,male,-99.0,,0.0001371,2001.0,2001.0
858,19.0,15.0,ISR,i,286912.0,,male,-99.0,,0.0003137,2001.0,2001.0
859,24.0,20.0,ISR,i,273716.0,,male,-99.0,,0.0004969,2001.0,2001.0
860,29.0,25.0,ISR,i,261296.0,,male,-99.0,,0.0007271,2001.0,2001.0
861,34.0,30.0,ISR,i,221907.0,,male,-99.0,,0.0008833,2001.0,2001.0
862,39.0,35.0,ISR,i,197629.0,,male,-99.0,,0.0009918,2001.0,2001.0
863,44.0,40.0,ISR,i,189208.0,,male,-99.0,,0.0011839,2001.0,2001.0
864,49.0,45.0,ISR,i,183598.0,,male,-99.0,,0.000817,2001.0,2001.0
865,54.0,50.0,ISR,i,170170.0,,male,-99.0,,0.0009872,2001.0,2001.0
866,59.0,55.0,ISR,i,109742.0,,male,-99.0,,0.0012757,2001.0,2001.0
867,64.0,60.0,ISR,i,99200.0,,male,-99.0,,0.0016532,2001.0,2001.0
868,69.0,65.0,ISR,i,84430.0,,male,-99.0,,0.0016582,2001.0,2001.0
869,74.0,70.0,ISR,i,71905.0,,male,-99.0,,0.0012517,2001.0,2001.0
870,79.0,75.0,ISR,i,56701.0,,male,-99.0,,0.0009171,2001.0,2001.0
871,100.0,80.0,ISR,i,59363.0,,male,-99.0,,0.0004717,2001.0,2001.0
872,4.0,0.0,ISR,i,334248.0,,male,-99.0,,7.78e-05,2002.0,2002.0
873,9.0,5.0,ISR,i,310878.0,,male,-99.0,,0.000148,2002.0,2002.0
874,14.0,10.0,ISR,i,295228.0,,male,-99.0,,0.0001761,2002.0,2002.0
875,19.0,15.0,ISR,i,289920.0,,male,-99.0,,0.0001932,2002.0,2002.0
876,24.0,20.0,ISR,i,275139.0,,male,-99.0,,0.0003344,2002.0,2002.0
877,29.0,25.0,ISR,i,267694.0,,male,-99.0,,0.0005753,2002.0,2002.0
878,34.0,30.0,ISR,i,231845.0,,male,-99.0,,0.000578,2002.0,2002.0
879,39.0,35.0,ISR,i,201267.0,,male,-99.0,,0.0009341,2002.0,2002.0
880,44.0,40.0,ISR,i,191355.0,,male,-99.0,,0.0009302,2002.0,2002.0
881,49.0,45.0,ISR,i,184158.0,,male,-99.0,,0.0010643,2002.0,2002.0
882,54.0,50.0,ISR,i,173926.0,,male,-99.0,,0.0007014,2002.0,2002.0
883,59.0,55.0,ISR,i,124526.0,,male,-99.0,,0.0010279,2002.0,2002.0
884,64.0,60.0,ISR,i,97527.0,,male,-99.0,,0.0018046,2002.0,2002.0
