idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
4773,MA,MA,25,02402,10,1,0,0,Y, , 5, 1,  1,2325,1120,032788,033088,     1.2,    25.9,   625.019977,0,0, 23,PLYMOUTH            
4774,MA,MA,25,02558,10,1,0,0, , , 2, 1, 89,1402,1502,040488,040488,     3.2,    19.0,   579.396874,0,0, 23,PLYMOUTH            
4775,MA,MA,25,02571,10,1,0,4,Y, , 2, 1, 37,1700,1700,032788,032988,     0.5,     0.0,   579.396874,0,0, 23,PLYMOUTH            
4776,MA,MA,25,02571,10,1,1,3,N, , 2, 1, 69,2100,2105,032388,032588,     0.6,    29.6,   579.396874,0,0, 23,PLYMOUTH            
4777,MA,MA,25,02571,10,1,1,3,Y, , 3, 1, 62,2130,2157,033088,040488,     0.3,     0.0,   596.075068,0,0, 23,PLYMOUTH            
4778,MA,MA,25,02571,10,1,1,3, , , 1, 1, 80,0800,0800,032588,032788,     0.1,     0.0,   649.239482,0,0, 23,PLYMOUTH            
4779,MA,MA,25,02571,10,1,0,4,Y, , 1, 1, 89,1800,1800,032788,032988,     1.0,    57.4,   649.239482,0,0, 23,PLYMOUTH            
4780,MA,MA,25,02571,10,0,9,0, , , 4, 1,  7,2100,2100,032888,033088,     1.0,    29.6,   628.910680,0,0, 23,PLYMOUTH            
4781,MA,MA,25,02738,10,1,0,0,Y, , 3, 1, 76,1420,1440,032188,032388,     0.5,     0.0,   596.075068,0,0, 23,PLYMOUTH            
4782,MA,MA,25,02738,10,1,1,3,Y, , 3, 1,105,0730,0745,033188,040488,     0.4,     0.0,   596.075068,0,0, 23,PLYMOUTH            
4783,MA,MA,25,02739,10,1,0,4,Y, , 4, 1, 75,1100,1100,042088,042288,     4.7,    16.5,   628.910680,0,0, 23,PLYMOUTH            
4784,MA,MA,25,02739,10,1,0,4,Y, , 2, 1, 67,0900,0900,032488,032688,     1.2,    19.3,   579.396874,0,0, 23,PLYMOUTH            
4785,MA,MA,25,02770,10,0,9,0, , , 4, 1, 33,1430,1430,032188,032388,     1.1,    27.5,   628.910680,0,0, 23,PLYMOUTH            
4786,MA,MA,25,02770,10,1,0,4,Y, , 5, 1,  9,1500,1000,040488,040488,     4.1,     5.9,   625.019977,0,0, 23,PLYMOUTH            
4787,MA,MA,25,02109,11,0,9,0, , , 5, 1,  6,2000,2200,032788,032988,     0.1,     0.0,   625.019977,0,0, 25,SUFFOLK             
4788,MA,MA,25,02114,11,2,1,1,Y, , 1, 1, 51,0735,0735,033088,040488,     0.1,     0.0,   649.239482,1,0, 25,SUFFOLK             
4789,MA,MA,25,02117,11,2,0,4,Y, , 4, 1, 46,0800,0730,031888,032088,     4.0,     6.8,   628.910680,0,0, 25,SUFFOLK             
4790,MA,MA,25,02118,11,2,0,4,Y, , 4, 1, 30,0600,0600,040488,040488,     0.5,     0.0,   628.910680,0,0, 25,SUFFOLK             
4791,MA,MA,25,02118,11,1,0,4,Y, , 3, 1, 46,1045,1100,032688,032888,     2.7,    20.2,   596.075068,0,0, 25,SUFFOLK             
4792,MA,MA,25,02118,11,2,1,1,N, , 5, 1, 79,1920,1140,041988,042188,     0.5,     0.0,   625.019977,0,0, 25,SUFFOLK             
4793,MA,MA,25,02119,11,1,0,4,Y, , 1, 1, 89,1340,1500,032688,032888,     1.0,    26.6,   649.239482,0,0, 25,SUFFOLK             
4794,MA,MA,25,02120,11,1,1,3,Y, , 1, 1,  8,0815,0815,032688,032888,     4.5,     6.7,   649.239482,0,0, 25,SUFFOLK             
4795,MA,MA,25,02121,11,1,0,4,Y, , 5, 1, 64,0930,0930,040488,041188,     0.4,     0.0,   625.019977,0,0, 25,SUFFOLK             
4796,MA,MA,25,02122,11,1,0,0,Y, , 1, 1, 33,2300,2300,040488,040488,     1.3,    17.5,   649.239482,0,0, 25,SUFFOLK             
4797,MA,MA,25,02124,11,1,0,4,Y, , 4, 1, 39,1130,1230,031888,032088,     2.8,    11.3,   628.910680,0,0, 25,SUFFOLK             
4798,MA,MA,25,02124,11,2,0,4,Y, , 3, 1, 47,0800,1400,031788,031988,     0.7,    35.7,   596.075068,0,0, 25,SUFFOLK             
4799,MA,MA,25,02124,11,1,0,4,Y, , 2, 1, 60,0730,0730,040488,040488,     2.3,    11.9,   579.396874,0,0, 25,SUFFOLK             
4800,MA,MA,25,02124,11,1,0,4,Y, , 4, 1, 75,0630,0645,032288,032488,     1.5,    32.6,   628.910680,0,0, 25,SUFFOLK             
4801,MA,MA,25,02124,11,0,9,0, , , 2, 1, 85,1900,1900,032788,032988,     0.9,    62.2,   579.396874,0,0, 25,SUFFOLK             
4802,MA,MA,25,02124,11,1,0,4,Y, , 3, 1, 56,0830,0830,032388,032588,     3.0,     9.3,   596.075068,0,0, 25,SUFFOLK             
4803,MA,MA,25,02124,11,1,0,4,Y, , 4, 1, 80,1939,1939,032888,033088,     1.2,    23.2,   628.910680,0,0, 25,SUFFOLK             
4804,MA,MA,25,02124,11,1,0,4,Y, , 2, 1, 52,1550,1600,033188,040488,     0.9,    28.4,   579.396874,0,0, 25,SUFFOLK             
4805,MA,MA,25,02124,11,2,0,2,Y, , 3, 1,  1,2100,2105,033188,040488,     1.1,    45.1,   596.075068,0,0, 25,SUFFOLK             
4806,MA,MA,25,02125,11,1,0,4,Y, , 3, 1, 28,1830,1830,031088,031288,     1.0,    19.8,   596.075068,0,0, 25,SUFFOLK             
4807,MA,MA,25,02125,11,2,0,7,Y, , 5, 1, 66,1500,1600,032188,032388,     1.8,    14.0,   625.019977,1,0, 25,SUFFOLK             
4808,MA,MA,25,02125,11,1,0,4,Y, , 5, 1, 71,1900,1900,033188,040488,     2.3,     9.9,   625.019977,0,0, 25,SUFFOLK             
4809,MA,MA,25,02126,11,1,0,7,Y, , 1, 1, 42,0645,0645,032888,033088,     1.2,    14.1,   649.239482,0,0, 25,SUFFOLK             
4810,MA,MA,25,02126,11,1,1,3,N, , 3, 1, 37,1900,1900,031288,031488,     1.0,    22.6,   596.075068,0,0, 25,SUFFOLK             
4811,MA,MA,25,02127,11,1,0,4,Y, , 2, 1, 25,2230,0700,032688,032988,     0.2,     0.0,   579.396874,0,0, 25,SUFFOLK             
4812,MA,MA,25,02127,11,2,0,4,Y, , 1, 1, 64,1500,1500,031988,032188,     0.8,    22.8,   649.239482,0,0, 25,SUFFOLK             
4813,MA,MA,25,02127,11,1,0,4,Y, , 4, 1, 91,2000,2000,032788,032988,     8.0,     4.1,   628.910680,0,0, 25,SUFFOLK             
4814,MA,MA,25,02129,11,1,0,4,Y, , 2, 1,  7,1100,1110,033188,040488,     0.8,    18.1,   579.396874,0,0, 25,SUFFOLK             
4815,MA,MA,25,02130,11,2,0,4,Y, , 2, 1, 24,1830,1830,031188,031388,     1.7,    27.7,   579.396874,0,0, 25,SUFFOLK             
4816,MA,MA,25,02130,11,1,1,5,N, , 1, 1, 77,0815,1115,033188,040488,     3.4,    10.7,   649.239482,0,0, 25,SUFFOLK             
4817,MA,MA,25,02130,11,1,0,7,Y, , 4, 1, 93,1430,1430,042788,042988,     0.5,     0.0,   628.910680,0,0, 25,SUFFOLK             
4818,MA,MA,25,02131,11,1,0,7,Y, , 1, 1, 28,1200,1200,031188,031388,     0.9,    26.3,   649.239482,0,0, 25,SUFFOLK             
4819,MA,MA,25,02132,11,1,0,4,Y, , 1, 1, 45,1500,1500,031888,032088,     2.8,     8.4,   649.239482,0,0, 25,SUFFOLK             
4820,MA,MA,25,02132,11,1,0,4,Y, , 4, 1, 43,2200,1030,040488,040488,     2.7,     9.3,   628.910680,0,0, 25,SUFFOLK             
4821,MA,MA,25,02132,11,1,0,2,Y, , 4, 1, 97,1100,1100,041088,041288,     0.8,    83.4,   628.910680,0,0, 25,SUFFOLK             
4822,MA,MA,25,02132,11,1,0,4,Y, , 2, 1, 86,0930,0900,040488,040488,     1.9,     9.4,   579.396874,0,0, 25,SUFFOLK             
4823,MA,MA,25,02132,11,1,0,2,Y, , 4, 1, 79,1500,1645,040488,040488,     1.1,    22.0,   628.910680,0,0, 25,SUFFOLK             
4824,MA,MA,25,02132,11,0,9,0, , , 3, 1,  5,1700,1500,040488,041288,     0.2,     0.0,   596.075068,0,0, 25,SUFFOLK             
4825,MA,MA,25,02132,11,1,0,1,Y, , 3, 1,  7,1000,1245,040488,040488,     0.9,    30.8,   596.075068,0,0, 25,SUFFOLK             
4826,MA,MA,25,02132,11,1,0,2,Y, , 3, 1,  4,1930,1930,032888,033088,     0.8,    33.1,   596.075068,0,0, 25,SUFFOLK             
4827,MA,MA,25,02134,11,2,0,7,Y, , 2, 1, 79,2000,2000,040488,040488,     1.7,    17.5,   579.396874,0,0, 25,SUFFOLK             
4828,MA,MA,25,02135,11,1,0,4,Y, , 4, 1, 76,0800,1000,032388,032588,     1.2,    18.3,   628.910680,1,0, 25,SUFFOLK             
4829,MA,MA,25,02135,11,2,0,4,Y, , 2, 1, 93,1930,2115,040488,040488,     1.8,    12.5,   579.396874,1,0, 25,SUFFOLK             
4830,MA,MA,25,02135,11,5,0,0,Y, , 5, 1, 11,1530,1530,040488,040488,     2.8,    10.5,   625.019977,0,0, 25,SUFFOLK             
4831,MA,MA,25,02136,11,0,9,0, , , 4, 1, 77,1900,1900,033088,040488,     3.2,    10.2,   628.910680,0,0, 25,SUFFOLK             
4832,MA,MA,25,02136,11,1,0,4,Y, , 5, 1, 96,1700,0800,040488,040488,     1.9,    14.2,   625.019977,0,0, 25,SUFFOLK             
4833,MA,MA,25,02136,11,1,1,3,Y, , 2, 1,  2,1945,2000,032488,032688,     2.7,    10.5,   579.396874,0,0, 25,SUFFOLK             
4834,MA,MA,25,02148,11,1,0,4,Y, , 2, 1, 47,1740,1830,031688,031888,     0.8,    23.1,   579.396874,0,0, 25,SUFFOLK             
4835,MA,MA,25,02148,11,1,0,0,Y, , 5, 1, 65,2045,2045,032388,032588,     1.5,    67.7,   625.019977,0,0, 25,SUFFOLK             
4836,MA,MA,25,02148,11,1,0,2,Y, , 4, 1, 78,0725,0805,032388,032688,     2.6,    11.7,   628.910680,0,0, 25,SUFFOLK             
4837,MA,MA,25,02150,11,1,0,7,Y, , 4, 1, 35,1820,1900,031488,031688,     3.1,    10.2,   628.910680,0,0, 25,SUFFOLK             
4838,MA,MA,25,02150,11,1,0,4,Y, , 1, 1, 53,1000,1430,032788,032888,     3.0,    55.7,   649.239482,0,0, 25,SUFFOLK             
4839,MA,MA,25,02151,11,1,0,2,Y, , 1, 1, 60,2045,2045,032588,032788,     0.8,    53.8,   649.239482,0,0, 25,SUFFOLK             
4840,MA,MA,25,02151,11,1,0,4,Y, , 2, 1, 58,1830,1835,032988,033188,     1.0,    24.1,   579.396874,0,0, 25,SUFFOLK             
4841,MA,MA,25,02151,11,1,0,4,Y, , 4, 1, 43,1545,1545,032188,032388,     1.7,    17.2,   628.910680,0,0, 25,SUFFOLK             
4842,MA,MA,25,02151,11,2,0,4,Y, , 5, 1, 82,0900,1000,032188,032388,     0.8,    31.1,   625.019977,0,0, 25,SUFFOLK             
4843,MA,MA,25,02151,11,1,0,0,Y, , 5, 1, 70,1405,1405,032488,032688,     3.3,     9.0,   625.019977,0,0, 25,SUFFOLK             
4844,MA,MA,25,02151,11,2,0,2,Y, , 5, 1, 56,1230,1400,032688,032888,     1.7,    21.0,   625.019977,0,0, 25,SUFFOLK             
4845,MA,MA,25,02151,11,1,0,7,Y, , 2, 1,106,1800,1800,033088,040488,     1.0,    28.6,   579.396874,0,0, 25,SUFFOLK             
4846,MA,MA,25,02151,11,0,9,0, , , 2, 1,  5,1000,1010,032888,033088,     2.5,    13.7,   579.396874,0,0, 25,SUFFOLK             
4847,MA,MA,25,02152,11,1,0,4,Y, , 5, 1, 26,2000,1000,030388,031188,     2.0,    11.6,   625.019977,0,0, 25,SUFFOLK             
4848,MA,MA,25,02152,11,1,0,4,Y, , 1, 1, 78,1800,1930,032488,032788,     0.8,    27.0,   649.239482,0,0, 25,SUFFOLK             
4849,MA,MA,25,02155,11,2,0,4,Y, , 5, 1, 51,0730,0730,033088,040488,     1.7,    22.6,   625.019977,0,0, 25,SUFFOLK             
4850,MA,MA,25,02155,11,1,9,1,Y, , 1, 1, 57,1000,2200,032788,032988,     0.5,    32.7,   649.239482,0,0, 25,SUFFOLK             
4851,MA,MA,25,02155,11,1,0,4, , , 1, 1, 77,2000,2000,032788,032988,     2.3,    25.3,   649.239482,0,0, 25,SUFFOLK             
4852,MA,MA,25,02155,11,1,0,2,Y, , 4, 1,101,1200,1200,040488,040488,     1.1,    20.4,   628.910680,0,0, 25,SUFFOLK             
4853,MA,MA,25,02159,11,1,0,2,Y, , 2, 1, 76,1230,1230,051088,051288,     0.7,    39.0,   579.396874,0,0, 25,SUFFOLK             
4854,MA,MA,25,02161,11,0,9,0, , , 3, 1, 65,0715,0715,032988,033188,     1.3,    20.2,   596.075068,1,0, 25,SUFFOLK             
4855,MA,MA,25,02169,11,1,0,4,Y, , 4, 1, 41,1900,1925,032788,032988,     2.1,    14.4,   628.910680,0,0, 25,SUFFOLK             
4856,MA,MA,25,02169,11,1,0,7,Y, , 1, 1, 76,1300,1300,032488,032688,     2.7,    12.0,   649.239482,0,0, 25,SUFFOLK             
4857,MA,MA,25,02171,11,1,0,7,Y, , 3, 1, 57,0800,1800,032588,032988,     3.0,     6.2,   596.075068,0,0, 25,SUFFOLK             
4858,MA,MA,25,02184,11,1,0,4,Y, , 3, 1, 98,1015,1125,040488,041188,     1.4,    14.4,   596.075068,1,0, 25,SUFFOLK             
4859,MA,MA,25,02191,11,1,0,1,Y, , 2, 1, 22,2300,2300,032288,032488,     0.6,    37.2,   579.396874,0,0, 25,SUFFOLK             
4860,MA,MA,25,02191,11,1,0,4,Y, , 3, 1, 74,1130,1200,032388,032588,     0.6,   125.0,   596.075068,0,0, 25,SUFFOLK             
4861,MA,MA,25,02192,11,1,0,4,Y, , 4, 1, 77,1940,2140,032388,032588,     2.6,    26.0,   628.910680,0,0, 25,SUFFOLK             
4862,MA,MA,25,01005, 5,1,0,4,Y, , 4, 1, 21,0815,0900,032688,032888,     0.9,    74.8,   628.910680,0,0, 27,WORCESTER           
4863,MA,MA,25,01005, 5,1,0,4,Y, , 5, 1, 47,0830,0830,032688,032888,     3.3,     6.4,   625.019977,0,0, 27,WORCESTER           
4864,MA,MA,25,01068, 5,1,0,4,Y, , 2, 1, 34,2300,0730,040488,040488,     5.0,     5.5,   579.396874,0,0, 27,WORCESTER           
4865,MA,MA,25,01074, 5,2,0,4,Y, , 4, 1,100,1430,1430,040488,040488,     1.0,    44.2,   628.910680,0,0, 27,WORCESTER           
4866,MA,MA,25,01083, 5,1,0,4,Y, , 2, 1, 66,1700,2340,032688,032888,     0.8,    30.6,   579.396874,0,0, 27,WORCESTER           
4867,MA,MA,25,01331, 5,1,0,4,Y, , 2, 1, 31,0900,1500,032988,033188,     1.8,    12.1,   579.396874,0,0, 27,WORCESTER           
4868,MA,MA,25,01331, 5,1,0,0,Y, , 4, 1, 56,1607,1607,032288,032488,     2.5,    11.3,   628.910680,0,0, 27,WORCESTER           
4869,MA,MA,25,01331, 5,2,0,4,Y, , 5, 1, 79,1130,1130,032188,032388,     2.8,     6.8,   625.019977,0,0, 27,WORCESTER           
4870,MA,MA,25,01331, 5,1,0,4,Y, , 2, 1, 72,1030,1130,033188,040488,     2.0,    12.3,   579.396874,0,0, 27,WORCESTER           
4871,MA,MA,25,01366, 5,1,0,4,Y, , 4, 1, 23,1050,1100,031288,031488,     2.7,     8.9,   628.910680,0,0, 27,WORCESTER           
4872,MA,MA,25,01366, 5,1,1,7,Y, , 5, 1, 29,0810,1410,033188,040488,     2.1,    12.8,   625.019977,0,0, 27,WORCESTER           
4873,MA,MA,25,01368, 5,1,0,4,Y, , 1, 1, 54,2100,2150,032388,032588,     0.4,     0.0,   649.239482,0,0, 27,WORCESTER           
4874,MA,MA,25,01420, 5,1,0,4,Y, , 2, 1, 32,1315,1315,031288,031488,     6.1,     4.9,   579.396874,0,0, 27,WORCESTER           
4875,MA,MA,25,01420, 5,1,0,4,Y, , 2, 1, 34,1500,1500,031988,032188,     3.5,     6.4,   579.396874,0,0, 27,WORCESTER           
4876,MA,MA,25,01420, 5,1,0,4,Y, , 3, 1, 44,1110,1130,032388,032588,     2.4,     9.2,   596.075068,0,0, 27,WORCESTER           
4877,MA,MA,25,01420, 5,1,0,4,Y, , 5, 1, 44,0645,0645,032488,032688,     1.9,    11.3,   625.019977,0,0, 27,WORCESTER           
4878,MA,MA,25,01420, 5,1,0,4,Y, , 1, 1, 49,1500,1530,031688,031888,     2.0,    10.1,   649.239482,0,0, 27,WORCESTER           
4879,MA,MA,25,01420, 5,1,1,2,Y, , 4, 1, 60,1530,1530,032188,032388,     0.3,     0.0,   628.910680,0,0, 27,WORCESTER           
4880,MA,MA,25,01420, 5,1,0,7,Y, , 2, 1, 75,0745,0745,032088,032288,     6.8,     4.2,   579.396874,0,0, 27,WORCESTER           
4881,MA,MA,25,01420, 5,1,1,3,Y, , 5, 1, 97,2000,2000,040488,040488,     1.2,    16.1,   625.019977,0,0, 27,WORCESTER           
4882,MA,MA,25,01420, 5,1,0,4,Y, , 2, 1, 82,1300,1300,032488,032688,     9.1,     4.9,   579.396874,0,0, 27,WORCESTER           
4883,MA,MA,25,01420, 5,2,0,4,Y, , 4, 1, 85,1000,1030,032688,032888,     3.1,     8.5,   628.910680,1,0, 27,WORCESTER           
4884,MA,MA,25,01420, 5,1,0,2,Y, , 3, 1, 98,1200,1530,032788,032988,     1.2,    15.3,   596.075068,0,0, 27,WORCESTER           
4885,MA,MA,25,01420, 5,1,0,4,Y, , 1, 1,100,1800,1800,032888,033088,     8.2,     5.2,   649.239482,0,0, 27,WORCESTER           
4886,MA,MA,25,01420, 5,1,1,3,Y, , 5, 1,  1,0600,0600,032688,032888,     5.2,     5.8,   625.019977,0,0, 27,WORCESTER           
4887,MA,MA,25,01430, 5,1,0,4,Y, , 3, 1, 94,1800,0800,040488,040488,     1.7,    11.3,   596.075068,0,0, 27,WORCESTER           
4888,MA,MA,25,01438, 5,1,0,4,Y, , 1, 1, 44,1800,1800,032188,032388,     0.9,    31.7,   649.239482,0,0, 27,WORCESTER           
4889,MA,MA,25,01438, 5,1,0,5,Y, , 2, 1, 69,1330,1330,033188,040488,     0.5,    33.7,   579.396874,0,0, 27,WORCESTER           
4890,MA,MA,25,01440, 5,1,0,4,Y, , 3, 1, 65,2010,2010,031888,032088,    10.4,     3.4,   596.075068,1,0, 27,WORCESTER           
4891,MA,MA,25,01440, 5,1,0,0,Y, , 5, 1, 49,1800,1800,032488,032688,     0.9,    34.4,   625.019977,0,0, 27,WORCESTER           
4892,MA,MA,25,01440, 5,1,0,4,Y, , 5, 1, 89,2030,2030,033188,040488,     3.3,    12.5,   625.019977,0,0, 27,WORCESTER           
4893,MA,MA,25,01440, 5,1,1,0,N, , 3, 1, 90,1415,1530,032488,032688,     2.6,    12.0,   596.075068,0,0, 27,WORCESTER           
4894,MA,MA,25,01440, 5,1,0,4,Y, , 3, 1,  4,0630,0630,033188,040488,     1.0,    25.4,   596.075068,0,0, 27,WORCESTER           
4895,MA,MA,25,01451, 5,1,0,4,Y, , 1, 1, 36,1830,1930,031588,031788,    13.8,     3.3,   649.239482,0,0, 27,WORCESTER           
4896,MA,MA,25,01451, 5,1,0,7,Y, , 2, 1, 71,1500,1530,032388,032588,     0.0,     0.0,   579.396874,0,0, 27,WORCESTER           
4897,MA,MA,25,01452, 5,1,0,4,Y, , 2, 1, 38,0930,1230,032288,032488,     0.9,    29.8,   579.396874,0,0, 27,WORCESTER           
4898,MA,MA,25,01453, 5,1,0,4,Y, , 1, 1, 27,1700,1700,031288,031488,     0.7,    30.0,   649.239482,0,0, 27,WORCESTER           
4899,MA,MA,25,01453, 5,1,1,2,N, , 2, 1, 39,1630,1630,031688,031888,     0.5,     0.0,   579.396874,0,0, 27,WORCESTER           
4900,MA,MA,25,01453, 5,1,0,4,Y, , 4, 1, 41,1730,1840,031688,031888,     3.6,     9.2,   628.910680,0,0, 27,WORCESTER           
4901,MA,MA,25,01453, 5,1,0,4,Y, , 3, 1, 51,1600,1600,032288,032488,     0.6,    34.6,   596.075068,0,0, 27,WORCESTER           
4902,MA,MA,25,01453, 5,1,0,2,Y, , 4, 1, 45,0155,0120,032388,032588,     5.9,     6.9,   628.910680,0,0, 27,WORCESTER           
4903,MA,MA,25,01453, 5,1,1,3,N, , 2, 1, 61,1930,2100,032988,033188,    12.2,     3.1,   579.396874,0,0, 27,WORCESTER           
4904,MA,MA,25,01453, 5,1,1,7,N, , 5, 1, 48,1745,1750,033088,040488,    11.4,     3.3,   625.019977,0,0, 27,WORCESTER           
4905,MA,MA,25,01453, 5,1,0,4,Y, , 1, 1, 52,0900,0900,032688,032888,     4.0,     6.8,   649.239482,0,0, 27,WORCESTER           
4906,MA,MA,25,01453, 5,1,0,2,Y, , 1, 1, 75,1500,1500,032388,032588,     9.1,     4.8,   649.239482,0,0, 27,WORCESTER           
4907,MA,MA,25,01453, 5,1,0,4,Y, , 2, 1, 72,1350,1430,040488,040488,     2.1,    11.3,   579.396874,0,0, 27,WORCESTER           
4908,MA,MA,25,01453, 5,1,0,4,Y, , 4, 1, 90,1500,1500,032588,032788,     4.7,     6.8,   628.910680,0,0, 27,WORCESTER           
4909,MA,MA,25,01453, 5,1,1,3,Y, , 3, 1, 88,0700,1500,041288,041488,     0.2,     0.0,   596.075068,0,0, 27,WORCESTER           
4910,MA,MA,25,01453, 5,1,0,5,Y, , 5, 1, 84,1600,1600,032488,032688,     4.6,    14.4,   625.019977,0,0, 27,WORCESTER           
4911,MA,MA,25,01453, 5,1,0,4,Y, , 4, 1, 27,1923,1940,040488,040488,     1.2,    19.0,   628.910680,0,0, 27,WORCESTER           
4912,MA,MA,25,01462, 5,1,1,1,N, , 4, 1, 33,1756,1918,032088,032288,     9.7,     5.2,   628.910680,0,0, 27,WORCESTER           
4913,MA,MA,25,01462, 5,1,0,2,Y, , 4, 1, 46,1000,1000,032188,032388,     2.7,    14.0,   628.910680,0,0, 27,WORCESTER           
4914,MA,MA,25,01473, 5,1,0,4,Y, , 5, 1,  5,1700,1725,032588,032788,    13.5,     3.3,   625.019977,0,0, 27,WORCESTER           
4915,MA,MA,25,01475, 5,1,0,4,Y, , 3, 1,106,1800,1800,040488,040488,     2.4,    15.4,   596.075068,0,0, 27,WORCESTER           
4916,MA,MA,25,01501, 5,1,0,4,Y, , 2, 1, 29,1255,1400,031188,031388,     2.9,     8.2,   579.396874,0,0, 27,WORCESTER           
4917,MA,MA,25,01501, 5,1,0,4,Y, , 3, 1, 37,2000,2330,030388,031188,     4.9,     7.7,   596.075068,0,0, 27,WORCESTER           
4918,MA,MA,25,01501, 5,1,1,1,N, , 4, 1, 39,2110,1030,033188,040488,     6.9,     6.1,   628.910680,0,0, 27,WORCESTER           
4919,MA,MA,25,01501, 5,1,9,3,Y, , 5, 1, 56,1000,1000,032488,032688,    11.2,     2.9,   625.019977,0,0, 27,WORCESTER           
4920,MA,MA,25,01501, 5,1,0,0,Y, , 5, 1, 90,1900,1900,050588,051088,     6.2,     6.3,   625.019977,0,0, 27,WORCESTER           
4921,MA,MA,25,01504, 5,1,0,2,Y, , 4, 1, 28,1230,1250,032988,040488,     0.9,    70.8,   628.910680,0,0, 27,WORCESTER           
4922,MA,MA,25,01504, 5,1,0,4,Y, , 4, 1, 42,0530,0516,032288,032488,     2.8,     9.4,   628.910680,0,0, 27,WORCESTER           
4923,MA,MA,25,01504, 5,1,0,4,Y, , 5, 1, 86,1040,2239,033188,040488,     2.0,    11.3,   625.019977,0,0, 27,WORCESTER           
4924,MA,MA,25,01504, 5,1,0,4,Y, , 3, 1, 97,1905,2000,033088,040488,     1.1,    20.0,   596.075068,0,0, 27,WORCESTER           
4925,MA,MA,25,01504, 5,1,0,4,Y, , 2, 1, 97,0500,0500,040488,040488,     1.4,    17.1,   579.396874,0,0, 27,WORCESTER           
4926,MA,MA,25,01505, 5,1,0,4,Y, , 1, 1, 80,1700,1700,040488,040488,     4.3,     6.4,   649.239482,0,0, 27,WORCESTER           
4927,MA,MA,25,01505, 5,1,0,4,Y, , 4, 1,102,0900,0900,032888,033088,     3.3,    11.3,   628.910680,0,0, 27,WORCESTER           
4928,MA,MA,25,01505, 5,1,0,0,Y, , 2, 1, 96,0930,0930,032988,033188,     2.3,    12.6,   579.396874,1,0, 27,WORCESTER           
4929,MA,MA,25,01507, 5,1,0,4,Y, , 5, 1, 46,2200,2200,033088,040488,     2.7,    12.2,   625.019977,0,0, 27,WORCESTER           
4930,MA,MA,25,01508, 5,1,0,4,Y, , 4, 1, 22,1900,1904,041188,041388,     2.7,    11.7,   628.910680,0,0, 27,WORCESTER           
4931,MA,MA,25,01510, 5,1,0,7,Y, , 4, 1, 69,0700,0700,031788,031988,    12.6,     2.7,   628.910680,0,0, 27,WORCESTER           
4932,MA,MA,25,01510, 5,1,0,4,Y, , 3, 1, 65,0800,0800,031788,031988,     5.3,     7.3,   596.075068,0,0, 27,WORCESTER           
4933,MA,MA,25,01510, 5,1,0,4,Y, , 3, 1,100,0615,0615,040488,040488,     9.5,     4.0,   596.075068,0,0, 27,WORCESTER           
4934,MA,MA,25,01510, 5,1,0,0,Y, , 3, 1, 78,1100,1100,032688,032888,     6.1,     4.5,   596.075068,0,0, 27,WORCESTER           
4935,MA,MA,25,01510, 5,1,0,4,Y, , 2, 1,105,1345,1630,040488,040488,     6.2,     5.0,   579.396874,0,0, 27,WORCESTER           
4936,MA,MA,25,01510, 5,2,1,3,N, , 5, 1,  4,2000,2120,032888,033088,     1.0,    29.6,   625.019977,0,0, 27,WORCESTER           
4937,MA,MA,25,01515, 5,1,1,3,N, , 1, 1, 73,0710,1555,033088,040488,     0.4,     0.0,   649.239482,0,0, 27,WORCESTER           
4938,MA,MA,25,01515, 5,1,0,4,Y, , 4, 1, 80,2000,2248,040488,040488,     0.0,     0.0,   628.910680,0,0, 27,WORCESTER           
4939,MA,MA,25,01515, 5,0,9,0,0, , 5, 1, 11,1600,1600,040488,040488,     0.3,     0.0,   625.019977,0,0, 27,WORCESTER           
4940,MA,MA,25,01516, 5,1,0,4,Y, , 1, 1, 61,2100,2202,040488,040488,     2.0,    11.4,   649.239482,0,0, 27,WORCESTER           
4941,MA,MA,25,01516, 5,1,0,0,Y, , 4, 1,104,1224,1226,033088,040488,     7.4,     4.6,   628.910680,0,0, 27,WORCESTER           
4942,MA,MA,25,01518, 5,1,0,4,Y, , 3, 1, 41,0900,0800,041088,041288,     4.4,     6.1,   596.075068,0,0, 27,WORCESTER           
4943,MA,MA,25,01518, 5,1,0,5,Y, , 5, 1, 46,1325,1330,032988,033188,     0.9,    25.4,   625.019977,0,0, 27,WORCESTER           
4944,MA,MA,25,01519, 5,1,1,3,N, , 1, 1, 53,1200,1200,032988,033188,     9.9,     4.9,   649.239482,0,0, 27,WORCESTER           
4945,MA,MA,25,01519, 5,2,0,4,Y, , 5, 1, 57,1300,2100,040488,040488,     0.7,    30.2,   625.019977,0,0, 27,WORCESTER           
4946,MA,MA,25,01519, 5,1,0,4,Y, , 4, 1,  3,1920,1925,033088,040488,     3.4,     7.0,   628.910680,0,0, 27,WORCESTER           
4947,MA,MA,25,01520, 5,1,0,4,Y, , 4, 1, 31,1915,2130,033188,040488,     7.3,     5.6,   628.910680,0,0, 27,WORCESTER           
4948,MA,MA,25,01520, 5,1,0,4,Y, , 2, 1, 25,2245,2246,031888,032088,     1.6,    12.9,   579.396874,0,0, 27,WORCESTER           
