1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.97,1.41,3.54,-5.19,-5.83,5.19,8.45,-4.03,-0.44,2.33,5.97,4.95,-6.99,7.91,5.78,-8.2,2.67,5.1,1.89,7.52,4.51,4.76,4.08,4.76,4.37,6.89,3.79,9.13,3.54,5.1,9.03,4.56,-5.1,6.21,1.36,4.22,0.68,7.77,0.83,5.24,1.17,3.35,0.24,0.19,3.01,1.17,1.6,4.71,8.01,5.44,6.07,2.48,5.05,5.92,1.7,6.75,2.04,3.64,3.35,2.48,9.03,3.88,1.75,1.6,7.38,3.98,2.48,8.64,6.89,1.26,-0.19,5.1,1.65,-4.9,-5.97,4.95,-0.53,5.1,1.7,5.92,3.74,-6.12,-2.91,-5.15,2.57,-7.18,0.1,-0.34,1.31,-0.78,-0.73,-5.05,5.29,-5.39,5.1,-5.39,2.91,1.17,-0.34,2.43
8.93,-9.81,8.69,-9.51,3.45,8.74,3.69,2.72,3.93,6.02,3.16,6.21,-3.74,5.97,-4.81,-4.61,3.83,4.66,6.41,-0.49,-0.73,-0.29,2.09,-9.61,1.89,5.15,7.18,2.57,4.95,-5.05,5.19,3.64,-9.61,6.36,8.74,5.83,-9.85,6.5,-5.15,2.57,5.58,6.12,4.51,-9.81,6.5,6.5,6.21,4.95,6.31,7.23,1.12,-1.7,3.54,5.68,-2.57,6.26,-2.43,-9.66,-9.9,-9.56,7.14,7.04,-2.77,-9.85,2.72,6.31,-9.85,7.52,8.74,6.46,4.17,7.67,6.17,-9.81,2.82,-2.28,-9.66,0.78,4.9,8.45,9.03,7.67,8.06,-0.78,5.97,-4.32,5.34,-1.84,3.98,-3.2,-9.85,1.8,7.96,-1.21,-9.03,-9.66,-4.81,3.2,-9.66,2.91
7.43,8.69,-6.17,1.31,2.62,-3.11,3.79,3.79,0.73,-1.02,-5.68,-4.9,3.25,-3.35,-4.27,-4.37,-8.3,2.09,1.02,-4.13,-1.12,4.08,-1.41,-5.15,-1.75,6.21,-5.73,-6.17,8.16,-4.71,2.18,3.3,-5.97,-6.84,8.5,3.3,-4.9,5.15,-4.22,0.0,-7.57,-3.45,4.81,2.48,-5.49,-7.96,-6.75,3.69,0.0,5.19,-8.69,3.4,3.79,9.22,5.87,2.38,5.58,-6.07,-5.87,1.12,1.12,0.68,7.04,-2.43,-7.23,-4.61,0.63,3.25,5.49,-6.36,1.84,-5.92,-3.74,-4.08,-2.33,7.52,-7.72,-8.11,-9.47,-6.94,-4.32,-6.89,3.2,0.53,-4.08,4.32,0.87,-5.24,9.42,-5.53,-3.98,-4.27,-5.92,3.88,-3.35,-6.07,0.24,-4.51,-6.84,0.44
2.86,0.05,-3.88,-0.49,4.9,9.03,4.9,6.17,8.16,9.03,8.98,-2.67,-3.54,6.75,-4.42,-0.19,3.45,0.87,8.3,-5.34,8.83,1.12,-4.47,8.79,0.63,5.39,9.13,5.1,9.32,8.45,1.6,8.3,-0.39,2.77,9.17,8.79,0.49,8.79,-0.63,8.59,8.59,9.08,5.05,-8.16,8.74,8.16,-1.07,9.22,8.35,8.74,1.55,6.17,-5.24,-1.46,-0.78,-0.87,-0.73,-1.41,-0.19,-2.91,8.83,9.13,-3.16,2.82,8.06,8.93,9.13,9.08,2.14,8.83,-1.65,7.09,6.84,1.7,6.7,6.7,5.87,4.37,6.26,7.09,8.93,3.98,8.88,-0.34,4.51,5.39,7.28,7.43,3.06,0.15,8.74,8.98,8.3,7.23,8.2,8.25,7.91,7.52,5.0,8.3
2.48,2.48,-3.4,-3.25,-5.97,-0.29,6.75,4.22,-3.4,-4.17,-1.17,2.28,2.18,0.73,4.56,-6.02,1.31,4.27,4.9,6.41,4.51,3.74,-0.29,-3.25,3.69,-1.21,6.36,-2.18,7.18,-1.17,-1.17,0.0,8.88,-0.92,3.2,3.45,4.42,4.17,-3.45,-2.67,-7.09,1.94,-0.29,-0.49,7.14,-5.0,-0.34,5.0,-2.14,5.24,-1.17,-0.29,5.24,-2.67,-0.29,-3.69,-3.25,-7.14,4.17,6.75,4.51,-3.79,-4.95,-0.24,3.69,7.67,-0.73,3.79,-0.58,3.79,-7.43,0.63,3.06,-0.24,-9.47,8.88,-0.49,-0.39,-0.49,-0.49,-0.19,2.18,-3.5,7.77,3.83,2.77,2.52,4.61,4.71,-7.33,0.97,3.98,4.71,1.17,-2.43,2.48,3.93,3.79,3.93,3.74
2.86,3.79,4.32,0.34,-1.55,1.94,1.12,-2.14,5.39,8.98,9.17,1.75,-6.89,-0.1,-7.77,-0.15,-3.59,0.34,-0.15,1.36,2.96,8.25,3.16,5.87,2.72,1.02,2.67,-0.1,2.28,-2.14,2.86,1.26,-0.34,4.13,1.36,1.75,-5.19,6.41,4.13,3.88,4.76,3.06,3.5,4.32,6.21,5.78,-1.5,1.46,3.4,2.33,3.11,2.91,3.83,-2.33,9.17,-5.05,3.3,-0.29,-0.68,2.23,2.52,2.38,-4.42,-1.6,5.78,4.61,5.83,-3.3,3.59,1.55,-4.61,1.99,0.87,0.83,1.6,4.08,0.92,2.43,1.84,-0.97,-0.87,4.81,2.43,1.46,3.69,0.97,-1.31,1.02,1.65,0.0,1.55,2.38,-0.1,3.3,3.06,3.98,-6.6,1.21,-7.43,3.01
-3.98,-3.74,-1.31,-3.06,0.58,0.05,1.36,-3.4,-1.5,0.83,-0.24,-2.14,-4.76,-2.28,-0.97,-9.08,-0.44,-5.78,-2.48,-5.05,-3.88,-6.65,-1.07,-3.98,-7.38,-1.99,2.18,-0.92,-2.18,0.63,0.63,1.8,-0.87,-4.61,0.83,0.78,-1.8,-0.29,-1.46,1.46,-3.3,1.17,-1.8,-7.62,0.53,-8.93,-1.55,1.55,-1.94,1.55,-4.66,-5.49,-5.05,1.84,-0.87,-0.63,-3.11,-6.41,0.63,-2.91,2.14,0.15,0.24,-1.55,-0.49,1.02,-3.88,1.7,3.74,-4.22,-7.62,0.97,0.49,-3.11,0.53,0.87,-3.11,0.97,0.1,0.73,-4.9,0.44,2.48,1.55,-1.07,0.92,1.02,1.89,1.41,0.44,-0.83,-0.49,2.23,-4.51,0.49,0.78,-1.84,-6.6,0.63,-3.54
-8.74,-0.73,-7.82,-7.86,-1.02,5.78,6.36,-7.23,-0.78,-4.71,-0.73,-0.53,-1.89,-1.65,-7.33,-6.26,-6.55,-1.02,-0.68,-7.72,0.0,-6.84,2.57,-7.48,-5.68,-0.63,4.95,-0.58,-1.02,-0.68,-0.24,-0.39,-7.14,-0.97,6.8,-0.15,-8.01,-0.34,-1.21,-5.19,-6.02,7.48,-5.63,-6.36,-0.73,-0.24,-0.63,-3.25,-1.02,7.14,0.24,-7.28,2.77,6.84,-7.43,-0.29,-1.36,-8.11,-0.87,-1.12,5.39,2.14,-1.02,-6.84,-4.47,6.7,0.34,0.34,-0.39,-0.63,-8.4,3.35,2.91,-5.97,-0.39,1.12,-1.12,-1.07,-0.63,5.19,0.44,-1.21,-1.21,-0.63,6.07,-1.31,4.66,-0.15,6.89,0.15,-0.83,4.66,0.39,-6.07,-7.62,-0.34,-1.02,1.94,-7.38,-0.83
4.51,-7.57,-5.73,-5.0,6.21,6.8,-5.83,3.59,4.9,3.74,6.7,4.56,4.66,-3.93,-3.3,-2.28,3.83,5.58,4.37,-1.99,1.94,-1.65,-2.77,3.45,1.65,4.13,5.49,5.24,2.67,5.68,-2.38,5.44,-2.28,2.43,7.14,4.22,-2.04,3.5,4.51,5.87,-3.5,1.6,1.26,-1.6,4.08,5.97,4.42,-1.46,4.66,4.42,-2.28,-3.64,-0.44,2.67,5.58,-2.82,5.24,-1.7,1.99,-2.62,1.65,6.46,4.61,0.44,-5.34,-0.68,3.2,5.34,-1.12,4.03,-3.83,3.88,5.34,1.75,4.22,4.27,5.73,5.73,3.88,5.68,-2.28,2.86,-0.39,3.3,5.44,3.74,4.08,2.82,-0.34,3.69,-4.85,4.22,4.66,3.59,0.44,4.76,4.13,-4.13,1.99,4.47
6.55,-8.79,-0.73,-3.64,-8.83,5.97,5.29,2.38,-4.42,3.74,-0.05,-7.09,0.39,-6.21,-6.65,-3.88,-9.32,3.54,3.25,-6.5,-2.14,-2.38,5.92,-0.15,-4.85,-4.9,7.14,-0.49,6.84,-1.41,1.26,6.31,-6.7,-4.56,5.39,5.87,-0.29,1.7,-6.07,-4.42,-3.83,-5.97,-3.59,-0.29,-3.5,6.7,-3.4,0.53,5.44,7.14,-6.36,-6.12,-1.55,7.28,-8.5,0.73,3.93,-1.7,0.83,2.67,6.5,5.97,1.75,4.13,3.4,1.26,-2.43,3.11,0.87,-3.5,-5.97,-2.67,1.17,-3.3,-1.5,3.54,-0.39,-3.01,-1.12,4.95,0.39,0.34,-3.59,-4.32,5.68,-0.19,3.83,2.04,6.89,-3.69,4.47,4.47,0.53,2.82,3.11,3.06,-0.44,0.73,-6.12,-2.33
8.16,-9.47,-2.82,-0.49,-0.05,3.35,4.13,1.55,7.82,-1.8,0.83,5.58,-4.95,-3.54,-0.53,3.5,-5.19,-1.21,-0.05,-1.26,-1.46,1.02,-0.63,1.36,2.57,5.29,7.38,0.83,3.74,1.84,2.91,1.17,3.35,7.52,2.67,1.41,7.91,1.12,-3.01,1.6,-4.22,-0.87,-0.53,1.21,8.59,7.96,8.11,2.62,4.37,3.64,2.67,8.54,-8.5,-2.62,1.36,2.82,2.04,-2.43,4.51,5.05,3.79,2.91,0.29,0.49,5.19,-3.45,2.82,1.7,2.14,-0.53,-0.53,6.21,6.5,2.04,1.5,6.89,1.89,3.83,6.12,8.4,0.87,3.88,7.14,8.88,8.25,6.02,0.97,0.97,-1.89,5.49,6.02,6.26,5.87,6.75,5.1,5.1,0.92,0.92,1.46,1.46
1.02,2.72,2.72,4.71,1.17,2.52,3.16,-5.73,-0.05,3.54,3.45,3.4,-6.02,3.64,-2.38,-2.91,2.18,0.15,3.35,-1.8,3.5,7.04,3.45,-1.31,-1.75,4.66,4.37,4.47,4.85,-5.53,6.55,4.27,3.83,5.24,1.75,4.81,5.39,5.0,4.51,5.44,4.17,4.66,-0.39,3.3,3.4,4.56,0.53,-0.39,4.51,5.05,4.17,3.74,5.73,6.5,2.04,4.22,-0.1,3.3,0.19,3.3,4.66,4.56,-3.69,-2.67,4.71,4.47,1.6,1.84,6.31,-0.19,0.73,-0.63,6.46,0.92,4.51,6.46,4.71,5.39,3.64,6.6,6.84,2.28,5.58,4.66,5.0,5.49,6.17,3.88,3.2,0.49,4.61,5.24,5.24,5.19,4.13,5.0,4.81,1.6,1.84,5.68
-1.26,0.73,-4.42,-5.05,-1.8,5.29,-4.42,-5.58,4.08,-4.9,4.37,5.73,-5.0,6.5,-4.61,-8.25,-0.1,-3.64,1.02,-0.68,0.73,0.1,-4.08,-2.38,2.48,3.93,1.31,0.68,4.03,0.78,6.99,5.78,5.63,5.78,2.48,-4.03,2.86,2.23,5.63,0.83,2.96,5.58,-0.39,-5.05,-6.89,7.57,6.36,-0.44,4.71,4.22,4.85,5.44,2.09,4.32,0.05,5.29,-1.65,-1.02,-1.84,-6.65,4.81,-7.62,-2.57,-6.65,1.84,2.28,4.9,7.28,5.97,2.67,7.67,7.67,2.28,-3.4,0.73,-8.93,8.54,2.77,-5.34,7.91,-2.14,-5.39,0.78,0.44,-3.54,1.8,-2.52,6.07,6.36,2.57,2.62,-3.01,0.39,1.21,1.36,3.98,4.81,4.32,2.77,2.38
7.43,-5.1,6.41,-7.14,5.78,5.34,-5.97,-0.15,-5.49,-5.19,-4.47,5.92,7.48,6.6,-8.01,-5.78,-6.6,3.79,5.44,4.71,6.5,7.09,5.92,-4.27,4.47,7.04,8.2,7.96,7.52,-0.63,7.18,8.74,-5.1,7.18,6.94,7.62,-7.14,7.62,-4.95,-3.35,-4.08,8.35,5.87,-7.86,7.09,5.73,1.17,-2.14,8.16,7.62,-3.74,6.46,7.23,7.82,-3.2,7.33,7.72,-9.42,2.23,5.53,6.99,2.43,6.89,6.46,7.14,7.09,-9.22,4.13,8.2,0.24,8.59,8.2,-9.13,-8.54,8.4,8.2,7.91,8.25,8.25,8.3,8.5,-7.86,2.14,-8.74,2.14,-8.64,8.59,7.62,8.54,8.2,5.97,8.25,7.72,7.96,-7.96,8.25,8.06,7.67,-8.74,3.4
1.94,2.18,2.14,0.68,3.64,3.83,2.33,7.77,2.91,3.11,3.69,0.73,-6.12,2.14,-9.08,-8.69,-1.21,-3.16,-0.92,2.43,-2.23,1.6,0.68,1.8,1.26,-1.21,0.29,3.25,5.34,1.17,2.28,-1.07,2.14,2.38,0.34,-1.7,1.89,1.07,0.05,2.86,2.18,1.26,-0.15,2.57,1.26,1.6,3.4,1.75,1.17,2.67,-0.44,-0.78,3.83,-3.35,0.97,2.77,3.88,-7.96,-0.63,3.06,3.16,3.54,2.43,1.31,-8.69,1.12,2.14,3.4,3.06,0.73,3.93,1.21,1.02,-3.98,-2.04,3.98,3.06,3.64,-4.85,3.64,-5.0,3.83,4.08,2.82,2.28,5.97,6.36,5.63,8.2,7.23,4.51,4.47,4.9,4.22,2.23,5.05,4.71,-7.33,1.55,3.06
-0.53,-0.58,-0.63,-0.53,-1.12,7.04,7.18,-7.86,7.86,5.87,6.99,6.31,-8.45,5.49,-7.23,-7.23,-1.02,6.99,6.41,6.41,6.41,2.18,7.86,-0.34,8.64,6.46,4.9,6.07,6.7,8.3,5.15,1.55,-0.34,6.89,-2.52,1.02,6.8,7.57,-0.68,7.72,-0.63,-8.25,-0.58,-0.63,5.58,9.08,5.58,7.62,-1.17,6.02,-0.53,8.59,8.16,1.07,-0.63,8.35,-0.34,-0.53,-0.44,6.89,7.52,-5.78,-0.39,-0.44,8.25,6.36,6.7,7.09,7.82,-0.53,-1.02,-0.92,-1.02,-1.02,-0.97,0.53,-0.44,-0.39,-1.7,-0.97,6.21,-0.63,-0.73,-1.17,-1.55,-1.5,-0.63,-2.14,-1.02,-0.29,5.63,-0.83,-1.02,0.24,7.14,0.1,-0.73,-1.41,-0.29,-0.29
4.37,8.83,1.26,-7.86,-4.76,-4.76,-7.86,-1.07,-3.2,5.73,-7.48,-6.31,-9.22,1.26,-4.76,-9.61,-3.98,7.09,7.28,-6.5,-5.15,-9.22,-9.42,-9.42,2.62,-9.42,2.04,-9.42,2.62,-9.22,8.83,0.49,-4.95,3.59,-3.4,0.1,5.73,-6.5,-9.42,-9.42,-7.86,-0.87,-0.29,3.4,0.29,7.28,-6.12,-0.29,4.17,8.83,-5.92,7.86,3.01,4.17,2.23,2.82,-6.12,-9.42,-9.22,-9.03,4.37,2.82,-9.42,-9.42,2.82,0.29,-9.81,-8.83,4.76,-8.25,-9.61,-9.42,-9.42,-8.64,-9.42,-7.86,-9.42,-9.42,-9.42,-4.76,-6.31,-9.42,-6.31,-9.03,-9.42,-9.42,-4.56,-6.5,-7.86,-9.42,-6.5,-9.42,-1.65,-6.31,-9.42,-3.98,-9.42,-0.29,-9.42,-0.29
7.86,-1.89,-2.48,-5.19,-5.29,3.5,3.93,3.54,-1.36,3.74,-0.87,2.57,3.59,1.41,-2.18,-7.52,-4.95,2.72,-0.39,-5.19,4.08,6.07,-5.29,-5.39,1.8,1.55,-1.41,2.77,6.94,-0.53,2.72,1.5,-1.84,1.21,4.51,-1.12,3.64,8.79,5.34,5.49,5.19,4.17,2.91,6.65,4.76,3.5,5.15,-6.8,0.49,8.98,-3.11,4.22,0.73,2.86,3.35,8.64,-1.02,0.92,-1.12,-1.84,6.36,2.48,5.0,0.63,6.21,1.5,-3.69,3.69,6.41,1.02,-4.56,-1.36,5.49,-4.37,-0.78,-3.69,-5.97,-0.19,-6.55,-0.29,-0.92,2.67,-3.16,2.18,9.17,4.71,8.45,1.21,-0.34,7.09,0.0,1.36,4.71,6.12,6.07,2.18,5.0,-1.94,-2.82,1.36
3.79,4.95,1.5,0.15,-2.23,-0.68,-4.27,-5.73,2.28,6.12,-0.44,1.65,4.56,3.93,-5.39,4.08,-3.98,4.37,2.33,-8.69,4.03,2.43,-0.1,4.27,1.36,1.8,3.93,0.78,3.88,-0.1,7.43,8.59,-0.63,-0.63,2.28,5.29,0.24,3.74,5.15,2.33,0.58,5.58,0.44,-0.97,1.17,3.88,4.61,8.5,1.31,4.51,0.15,2.91,5.05,5.24,4.9,-0.73,4.76,-5.05,3.54,4.76,5.15,7.23,5.97,2.18,5.83,3.45,6.31,2.91,6.6,-1.84,4.95,7.57,0.19,1.75,7.77,7.38,-4.22,2.96,2.09,2.18,9.37,8.06,7.72,0.78,2.67,9.37,3.93,4.03,-5.15,1.26,7.72,5.44,3.16,7.38,7.52,6.46,8.5,4.37,3.64,8.88
5.44,0.44,5.73,2.33,-5.68,5.92,-4.08,1.55,2.48,6.5,3.35,4.95,-3.25,5.78,-4.47,-5.78,1.07,-3.59,3.83,-4.17,5.97,4.71,5.39,4.76,6.7,4.51,0.15,6.46,5.39,1.26,6.07,7.23,3.79,7.14,6.36,0.34,7.28,4.56,-1.12,2.96,5.68,5.1,2.57,4.66,2.43,5.83,5.63,5.44,6.8,6.46,5.49,6.07,6.99,6.31,4.27,6.36,3.06,-0.05,4.61,4.13,5.29,5.19,2.96,-1.36,4.08,1.89,0.0,6.94,6.6,2.09,-4.42,5.29,4.27,-4.76,6.02,3.98,6.46,6.41,6.5,2.09,2.77,2.67,4.76,3.01,5.78,0.05,5.73,3.45,6.21,6.7,6.99,6.41,5.78,2.82,4.66,3.69,5.49,-4.37,6.65,6.6
2.28,2.14,2.33,0.34,0.19,1.89,2.09,-1.46,1.99,3.01,2.48,2.33,0.49,0.39,0.49,-1.31,2.52,1.26,0.53,2.09,2.43,1.02,3.2,1.55,0.92,2.18,1.8,2.62,0.92,1.36,2.43,1.65,1.36,2.62,2.48,2.28,1.84,1.31,1.65,0.39,-0.63,2.48,2.86,1.8,1.26,1.8,2.52,3.01,2.67,2.23,1.41,2.23,2.67,2.09,1.5,2.04,1.31,1.02,-0.1,1.7,2.18,2.67,1.21,0.24,2.77,2.14,2.04,1.21,2.67,1.36,3.35,3.35,4.08,1.7,1.36,3.16,2.43,2.38,1.8,2.77,2.23,2.18,3.06,0.83,3.74,3.3,2.14,2.62,2.67,3.74,-1.84,2.43,0.78,4.37,2.67,2.91,2.72,1.94,1.07,2.96
-2.38,8.06,7.23,-2.72,4.37,6.55,3.3,-9.66,1.41,3.2,5.29,7.77,-9.22,7.52,-9.22,1.12,1.99,-3.59,4.47,4.71,8.16,-4.13,3.35,2.77,1.75,7.96,3.25,3.93,-8.25,4.03,5.92,2.77,4.76,5.87,3.16,3.93,-0.53,4.51,7.96,8.74,4.71,4.85,2.23,0.0,7.18,6.75,3.11,4.61,7.91,4.85,7.48,7.33,6.02,1.5,-3.06,5.1,0.44,-4.61,-2.43,4.71,5.78,4.32,2.04,-3.25,6.02,4.95,-2.38,7.86,1.99,2.04,3.83,5.97,5.78,3.4,4.76,-0.58,4.76,3.79,3.88,4.9,5.53,0.19,5.87,5.49,4.03,1.02,1.55,2.33,5.44,6.46,6.7,-1.07,-0.78,0.63,0.73,0.92,-7.04,4.71,-9.37,5.78
-1.07,9.37,2.72,4.32,8.06,0.1,0.73,7.57,8.11,-3.59,3.2,4.76,-6.84,9.37,-8.64,0.49,-7.18,-3.79,5.78,8.25,7.52,6.55,-5.92,-7.33,9.27,9.37,3.69,9.17,6.55,-0.1,4.03,9.32,2.57,6.26,-1.6,2.82,-1.21,-0.58,3.3,2.38,4.85,9.37,4.9,-9.51,-3.59,6.6,5.1,9.22,9.32,9.03,-1.31,8.45,2.52,6.26,0.78,9.08,-0.1,-9.17,0.15,-2.82,-3.06,9.22,9.37,5.73,5.83,5.53,5.97,9.17,-0.1,3.83,2.67,4.85,4.03,-0.63,-3.45,4.32,3.06,7.96,1.17,2.33,-1.84,6.26,7.09,8.11,3.54,6.26,7.82,1.02,1.89,9.08,4.95,7.57,1.17,4.95,5.29,-8.64,-9.56,9.27,2.23,2.23
-2.04,-1.75,-0.68,-2.28,-7.33,2.33,-6.55,7.33,5.1,9.03,-5.05,-9.32,-7.86,-6.46,7.52,1.89,-5.44,7.18,-6.26,1.36,-4.9,5.73,4.03,-3.4,4.61,-7.96,-8.59,3.93,-4.03,0.0,-3.11,6.89,-5.34,-8.88,6.5,3.79,4.56,8.88,-2.48,-0.1,4.47,4.9,-0.53,3.74,6.36,6.36,0.78,3.06,2.38,2.67,-9.81,-3.54,3.4,-1.5,3.74,-4.61,3.74,6.36,2.04,7.23,6.36,8.45,6.46,2.62,1.8,2.52,1.31,3.98,1.5,-5.29,3.83,-3.88,-0.63,-0.63,-0.63,3.2,-3.54,-3.54,-3.06,-8.01,-0.53,5.63,6.21,-0.05,-0.19,5.78,4.85,6.7,1.8,4.42,8.64,7.48,4.08,6.55,6.21,6.75,8.45,-8.98,4.51,0.05
6.46,6.21,8.06,-8.16,8.06,-8.64,-7.52,6.94,0.68,7.82,7.77,6.65,1.99,-8.06,-0.34,-6.46,-3.54,-8.4,-7.33,-7.72,7.23,-0.68,0.0,0.68,-6.55,7.18,-8.06,4.22,6.46,-8.16,-0.53,7.62,-8.2,0.05,3.06,3.16,4.27,-0.39,-8.25,-6.84,-0.53,3.25,-7.43,-3.79,-3.11,6.41,0.39,-0.83,3.06,6.5,6.36,-0.05,-1.02,7.28,2.96,-1.07,-3.11,-7.04,1.84,7.62,3.35,8.25,-1.02,7.77,-1.02,7.18,-5.73,-6.89,-7.33,-0.39,-7.77,6.21,-8.2,-8.74,-0.92,8.3,-6.94,0.58,-0.19,-7.33,8.3,6.26,7.33,-0.34,-8.54,-3.3,6.99,1.07,8.74,-7.38,8.74,-1.6,7.91,1.26,7.23,6.65,7.91,2.43,6.8,8.64
-0.68,-5.44,-5.53,-4.51,-6.21,-2.33,4.47,-0.34,0.19,1.12,-6.75,2.77,-2.72,-4.95,3.45,0.39,-4.71,-8.01,-1.5,-7.72,-4.08,-3.54,-4.9,-3.83,-5.29,-5.44,-0.92,8.88,-4.56,-4.76,-3.01,3.5,-0.05,-5.49,8.01,6.31,-3.35,3.01,-3.83,-4.9,-5.83,-5.97,-7.04,-3.69,-4.61,1.55,3.06,-1.07,-4.51,2.77,-4.71,-5.49,3.35,2.28,-5.29,1.6,3.98,-3.5,-3.54,-2.86,2.52,5.58,7.57,-4.71,0.83,4.27,2.04,7.52,1.84,-5.53,-7.91,1.55,5.78,-5.58,-5.53,2.82,-5.73,-5.73,4.51,2.38,-5.34,5.19,-0.58,0.73,-6.26,-2.82,2.33,-3.35,3.64,6.94,3.79,-2.28,1.89,-6.84,-4.71,6.7,1.07,-3.45,3.98,-5.73
-8.74,2.62,-6.55,-6.12,0.29,3.2,3.06,5.24,1.02,1.46,-5.39,-3.2,-3.06,3.35,-4.95,-9.76,-4.66,-6.55,-2.33,-1.02,-3.64,-3.35,-7.43,-5.68,-8.88,1.89,1.75,-3.35,1.6,-4.66,-6.12,-2.48,-5.68,-4.37,3.2,-2.48,-5.24,2.48,-3.64,-3.2,-5.97,0.0,2.91,-9.47,4.95,-1.6,3.35,-9.17,-2.18,5.97,2.33,-5.39,8.74,8.3,4.66,-2.04,-9.32,1.46,-4.81,0.15,2.48,6.55,-3.79,-3.35,6.7,3.35,0.44,7.57,0.29,-7.14,7.28,7.28,-3.79,-4.51,-2.18,5.68,0.15,8.59,2.18,-9.47,-3.64,0.44,-2.62,8.01,6.84,-6.55,-6.41,3.64,9.03,-1.46,8.88,-9.17,0.15,-3.5,-6.12,2.62,7.28,-5.24,9.03,0.44
-3.5,3.83,-3.88,0.63,-0.1,-1.02,-8.4,-1.99,0.24,2.14,3.98,3.01,-7.28,-1.7,-9.51,-8.79,-2.04,-3.69,-7.28,-8.93,3.79,-2.33,-1.8,-6.26,-5.58,2.72,0.0,-1.8,2.52,-5.0,-1.75,3.06,-5.24,4.51,2.82,1.99,1.75,-2.67,2.77,1.8,-2.91,-0.78,-6.07,3.01,-1.46,-3.98,-0.29,1.94,-0.68,3.06,2.43,2.67,-3.25,1.84,1.02,-2.52,1.75,-4.13,-0.19,-3.5,2.43,2.86,-2.91,0.24,7.43,1.89,-0.19,-1.5,3.35,-0.53,-4.47,7.82,8.83,5.92,-6.12,5.24,-6.7,1.94,-5.44,8.06,-7.14,-7.18,7.14,-5.49,8.5,7.77,4.85,-5.29,6.5,-0.73,7.38,-3.88,7.43,6.75,4.61,-4.03,-2.67,4.56,0.0,4.17
-5.19,-3.2,3.5,1.5,2.09,-3.25,4.76,3.16,2.57,-4.71,-0.73,-4.03,-2.62,2.67,1.55,-0.05,-0.68,2.72,2.18,-3.69,-0.73,8.4,-0.49,1.6,2.33,-2.09,-2.09,0.19,0.97,-2.09,1.5,1.41,3.79,-2.52,6.31,7.43,2.86,2.33,-5.87,2.43,-4.37,2.62,-4.85,-5.87,-0.63,-0.34,-2.86,6.02,-0.19,5.15,-4.13,-2.82,8.35,2.52,-2.09,-1.55,1.94,2.48,-2.57,5.34,5.63,5.0,1.94,1.6,-3.11,-0.92,1.46,2.67,6.89,-0.68,5.63,1.99,-6.6,1.31,1.21,-0.29,-6.8,0.39,-9.51,-9.9,-9.56,4.08,-5.15,-4.81,2.33,2.82,3.45,0.68,5.0,4.42,0.97,-6.5,1.02,1.46,-7.57,-4.17,1.02,0.34,-3.79,-5.1
7.77,5.29,6.84,7.28,-4.76,9.22,-4.71,-3.64,2.62,-0.05,4.42,1.5,3.79,8.54,0.34,1.31,-1.31,-4.61,-3.69,0.68,6.55,5.29,0.44,-5.78,2.62,8.16,1.94,8.5,6.65,5.58,4.85,4.22,3.01,4.61,3.54,4.08,0.05,-2.96,8.83,8.11,5.78,7.57,8.2,-8.25,2.43,2.14,8.5,7.82,8.16,3.54,8.45,0.49,8.25,8.11,4.47,0.87,5.49,-0.19,8.01,1.36,8.11,8.74,8.64,-2.33,8.64,7.91,3.2,5.34,6.36,8.79,8.69,8.74,8.98,4.51,8.54,8.35,8.93,7.33,0.68,1.02,4.13,5.68,4.37,1.41,-0.39,-3.45,-5.83,-2.18,3.54,8.88,8.98,8.98,8.79,8.83,2.91,8.98,8.83,9.08,8.35,8.74
8.35,6.6,5.97,-2.62,-0.39,1.7,3.83,3.64,-3.69,3.2,1.46,2.14,2.14,-1.75,3.79,-0.1,0.97,2.67,4.32,4.32,2.96,-0.24,-0.63,-7.48,2.96,0.68,2.23,3.69,6.7,-0.34,-0.44,7.38,-3.83,-0.24,2.48,7.82,7.23,8.01,3.11,7.28,-2.52,6.94,-5.05,-1.41,6.75,8.35,1.75,6.46,4.56,7.62,-2.72,-2.96,7.28,-1.5,0.68,6.36,-2.57,-0.44,0.49,-2.96,2.38,3.93,3.74,-5.05,5.0,3.74,-5.73,7.14,6.94,-3.59,4.03,6.99,0.68,0.68,2.57,3.59,0.0,0.68,-0.39,-0.83,1.12,2.86,-1.46,1.46,0.49,-2.28,0.63,3.83,8.01,2.14,7.09,3.74,4.95,-0.53,-0.1,2.48,2.04,-0.44,3.11,2.57
