stfips,ctfips,st,cty,lon,lat,Uppm
20,175,KS,SEWARD,-100.851,  37.193,1.53577
20,177,KS,SHAWNEE, -95.757,  39.042,1.93984
20,179,KS,SHERIDAN,-100.441,  39.350,2.00404
20,181,KS,SHERMAN,-101.720,  39.351,2.16864
20,183,KS,SMITH, -98.785,  39.785,2.14602
20,185,KS,STAFFORD, -98.717,  38.031,1.36004
20,187,KS,STANTON,-101.784,  37.563,2.10698
20,189,KS,STEVENS,-101.312,  37.192,1.52086
20,191,KS,SUMNER, -97.476,  37.237,1.88329
20,193,KS,THOMAS,-101.055,  39.351,2.07883
20,195,KS,TREGO, -99.872,  38.914,2.00501
20,197,KS,WABAUNSEE, -96.205,  38.954,1.56339
20,199,KS,WALLACE,-101.763,  38.917,2.04444
20,201,KS,WASHINGTON, -97.087,  39.784,1.92904
20,203,KS,WICHITA,-101.347,  38.482,2.0151
20,205,KS,WILSON, -95.743,  37.559,1.82675
20,207,KS,WOODSON, -95.740,  37.887,1.87752
20,209,KS,WYANDOTTE, -94.765,  39.115,1.94686
21,001,KY,ADAIR, -85.281,  37.104,1.82216
21,003,KY,ALLEN, -86.190,  36.752,1.95742
21,005,KY,ANDERSON, -84.990,  38.004,1.69923
21,007,KY,BALLARD, -88.999,  37.058,2.1533
21,009,KY,BARREN, -85.933,  36.966,2.02232
21,011,KY,BATH, -83.743,  38.144,2.19486
21,013,KY,BELL, -83.674,  36.731,1.69523
21,015,KY,BOONE, -84.728,  38.969,1.81364
21,017,KY,BOURBON, -84.218,  38.207,1.9071
21,019,KY,BOYD, -82.688,  38.360,2.21709
21,021,KY,BOYLE, -84.868,  37.624,2.27392
21,023,KY,BRACKEN, -84.090,  38.689,1.84804
21,025,KY,BREATHITT, -83.324,  37.522,1.89512
21,027,KY,BRECKINRIDGE, -86.430,  37.774,1.84293
21,029,KY,BULLITT, -85.696,  37.970,1.93107
21,031,KY,BUTLER, -86.680,  37.207,2.17397
21,033,KY,CALDWELL, -87.868,  37.145,2.14746
21,035,KY,CALLOWAY, -88.273,  36.621,2.19185
21,037,KY,CAMPBELL, -84.380,  38.946,1.93094
21,039,KY,CARLISLE, -88.970,  36.854,2.34783
21,041,KY,CARROLL, -85.124,  38.668,1.73097
21,043,KY,CARTER, -83.050,  38.318,1.97777
21,045,KY,CASEY, -84.928,  37.322,2.15632
21,047,KY,CHRISTIAN, -87.490,  36.894,2.0784
21,049,KY,CLARK, -84.148,  37.971,1.96256
21,051,KY,CLAY, -83.715,  37.160,1.92202
21,053,KY,CLINTON, -85.135,  36.726,1.70485
21,055,KY,CRITTENDEN, -88.097,  37.353,2.25999
21,057,KY,CUMBERLAND, -85.388,  36.787,2.03732
21,059,KY,DAVIESS, -87.089,  37.732,2.09877
21,061,KY,EDMONSON, -86.238,  37.209,2.01105
21,063,KY,ELLIOTT, -83.098,  38.118,1.9308
21,065,KY,ESTILL, -83.965,  37.692,2.11997
21,067,KY,FAYETTE, -84.459,  38.042,2.08988
21,069,KY,FLEMING, -83.697,  38.369,2.36404
21,071,KY,FLOYD, -82.745,  37.557,1.86354
21,073,KY,FRANKLIN, -84.877,  38.239,1.72077
21,075,KY,FULTON, -89.521,  36.539,2.35994
21,075,KY,FULTON, -89.143,  36.555,2.35994
21,077,KY,GALLATIN, -84.859,  38.757,1.82609
21,079,KY,GARRARD, -84.540,  37.641,1.88773
21,081,KY,GRANT, -84.624,  38.649,1.76987
21,083,KY,GRAVES, -88.651,  36.723,2.37048
21,085,KY,GRAYSON, -86.344,  37.461,1.87943
21,087,KY,GREEN, -85.553,  37.264,2.00327
21,089,KY,GREENUP, -82.922,  38.546,2.34535
21,091,KY,HANCOCK, -86.778,  37.840,1.90882
21,093,KY,HARDIN, -85.963,  37.698,2.0311
21,095,KY,HARLAN, -83.218,  36.857,1.51781
21,097,KY,HARRISON, -84.332,  38.442,1.8498
21,099,KY,HART, -85.885,  37.300,1.97455
21,101,KY,HENDERSON, -87.576,  37.796,2.11757
21,103,KY,HENRY, -85.122,  38.449,1.86657
21,105,KY,HICKMAN, -88.976,  36.678,2.29637
21,107,KY,HOPKINS, -87.541,  37.309,2.16987
21,109,KY,JACKSON, -84.006,  37.420,1.63111
21,111,KY,JEFFERSON, -85.659,  38.187,1.7327
21,113,KY,JESSAMINE, -84.581,  37.874,2.04096
21,115,KY,JOHNSON, -82.832,  37.846,1.792
21,117,KY,KENTON, -84.533,  38.933,1.97141
21,119,KY,KNOTT, -82.954,  37.354,1.75984
21,121,KY,KNOX, -83.855,  36.890,1.97419
21,123,KY,LARUE, -85.698,  37.546,1.86617
21,125,KY,LAUREL, -84.118,  37.111,1.79568
21,127,KY,LAWRENCE, -82.735,  38.068,1.87235
21,129,KY,LEE, -83.716,  37.595,2.14564
21,131,KY,LESLIE, -83.382,  37.095,1.61865
21,133,KY,LETCHER, -82.855,  37.121,1.7004
21,135,KY,LEWIS, -83.378,  38.531,2.46674
21,137,KY,LINCOLN, -84.661,  37.455,2.06987
21,139,KY,LIVINGSTON, -88.353,  37.207,2.0972
21,141,KY,LOGAN, -86.879,  36.860,2.10074
21,143,KY,LYON, -88.083,  37.019,1.8657
21,145,KY,MCCRACKEN, -88.712,  37.054,2.35132
21,147,KY,MCCREARY, -84.484,  36.737,1.49228
21,149,KY,MCLEAN, -87.263,  37.529,2.18407
21,151,KY,MADISON, -84.279,  37.719,2.00331
21,153,KY,MAGOFFIN, -83.065,  37.706,1.86492
21,155,KY,MARION, -85.269,  37.552,2.30185
21,157,KY,MARSHALL, -88.330,  36.883,2.20618
21,159,KY,MARTIN, -82.513,  37.802,1.7209
21,161,KY,MASON, -83.824,  38.595,2.22387
21,163,KY,MEADE, -86.222,  37.975,1.99807
21,165,KY,MENIFEE, -83.599,  37.941,1.49589
21,167,KY,MERCER, -84.876,  37.811,1.9669
21,169,KY,METCALFE, -85.629,  36.990,1.95086
21,171,KY,MONROE, -85.717,  36.712,1.9155
21,173,KY,MONTGOMERY, -83.913,  38.033,2.22874
21,175,KY,MORGAN, -83.259,  37.922,1.95171
21,177,KY,MUHLENBERG, -87.142,  37.216,2.14623
21,179,KY,NELSON, -85.466,  37.805,2.18126
21,181,KY,NICHOLAS, -84.016,  38.335,1.85543
21,183,KY,OHIO, -86.849,  37.479,2.10951
21,185,KY,OLDHAM, -85.448,  38.400,1.81785
21,187,KY,OWEN, -84.829,  38.519,1.76776
21,189,KY,OWSLEY, -83.683,  37.419,2.16428
21,191,KY,PENDLETON, -84.360,  38.695,1.80995
21,193,KY,PERRY, -83.221,  37.245,1.73791
21,195,KY,PIKE, -82.396,  37.469,1.69863
21,197,KY,POWELL, -83.824,  37.831,2.14145
21,199,KY,PULASKI, -84.577,  37.104,1.97649
21,201,KY,ROBERTSON, -84.052,  38.519,1.91457
21,203,KY,ROCKCASTLE, -84.316,  37.365,1.85693
21,205,KY,ROWAN, -83.421,  38.196,1.78144
21,207,KY,RUSSELL, -85.059,  36.991,1.89527
21,209,KY,SCOTT, -84.584,  38.291,1.90448
21,211,KY,SHELBY, -85.195,  38.215,1.79191
21,213,KY,SIMPSON, -86.582,  36.742,2.28024
21,215,KY,SPENCER, -85.328,  38.032,1.81619
21,217,KY,TAYLOR, -85.328,  37.366,1.87035
21,219,KY,TODD, -87.179,  36.836,2.1271
21,221,KY,TRIGG, -87.874,  36.806,1.77083
21,223,KY,TRIMBLE, -85.338,  38.612,1.69597
21,225,KY,UNION, -87.945,  37.660,2.16076
21,227,KY,WARREN, -86.423,  36.992,2.30826
21,229,KY,WASHINGTON, -85.175,  37.753,1.78888
21,231,KY,WAYNE, -84.828,  36.801,1.72944
21,233,KY,WEBSTER, -87.682,  37.519,2.13629
21,235,KY,WHITLEY, -84.145,  36.758,1.82764
21,237,KY,WOLFE, -83.493,  37.739,1.84093
21,239,KY,WOODFORD, -84.743,  38.042,1.96276
22,001,LA,ACADIA, -92.412,  30.291,2.00736
22,003,LA,ALLEN, -92.828,  30.653,1.72085
22,005,LA,ASCENSION, -90.911,  30.203,1.5961
22,007,LA,ASSUMPTION, -91.063,  29.901,1.29525
22,009,LA,AVOYELLES, -92.001,  31.073,1.92709
22,011,LA,BEAUREGARD, -93.343,  30.648,1.62676
22,013,LA,BIENVILLE, -93.054,  32.347,1.39401
22,015,LA,BOSSIER, -93.604,  32.678,1.62853
22,017,LA,CADDO, -93.882,  32.579,1.53892
22,019,LA,CALCASIEU, -93.358,  30.229,1.42627
22,021,LA,CALDWELL, -92.116,  32.092,1.55686
22,023,LA,CAMERON, -93.198,  29.847,0.932734
22,025,LA,CATAHOULA, -91.850,  31.656,1.74462
22,027,LA,CLAIBORNE, -92.996,  32.822,1.54062
22,029,LA,CONCORDIA, -91.639,  31.458,1.85776
22,031,LA,DESOTO, -93.737,  32.055,1.48886
22,033,LA,EASTBATONROUGE, -91.095,  30.539,1.82058
22,035,LA,EASTCARROLL, -91.237,  32.731,1.83328
22,037,LA,EASTFELICIANA, -91.046,  30.845,1.97884
22,039,LA,EVANGELINE, -92.406,  30.729,1.94582
22,041,LA,FRANKLIN, -91.673,  32.133,1.71133
22,043,LA,GRANT, -92.556,  31.599,1.49623
22,045,LA,IBERIA, -91.764,  29.759,1.43747
22,047,LA,IBERVILLE, -91.349,  30.259,1.5595
22,049,LA,JACKSON, -92.558,  32.302,1.46782
22,051,LA,JEFFERSON, -90.109,  29.723,0.479805
22,053,LA,JEFFERSONDAVIS, -92.814,  30.268,1.76126
22,055,LA,LAFAYETTE, -92.063,  30.207,2.19646
22,057,LA,LAFOURCHE, -90.402,  29.500,0.776373
22,059,LA,LASALLE, -92.160,  31.677,1.47292
22,061,LA,LINCOLN, -92.664,  32.601,1.45055
22,063,LA,LIVINGSTON, -90.724,  30.438,1.41251
22,065,LA,MADISON, -91.246,  32.366,1.59096
22,065,LA,MADISON, -91.032,  32.147,1.59096
22,067,LA,MOREHOUSE, -91.801,  32.821,1.58299
22,069,LA,NATCHITOCHES, -93.096,  31.723,1.4917
22,071,LA,ORLEANS, -89.931,  30.068,0.548462
22,073,LA,OUACHITA, -92.155,  32.479,1.37642
22,075,LA,PLAQUEMINES, -89.484,  29.391,0.489511
22,077,LA,POINTECOUPEE, -91.601,  30.706,1.88493
22,079,LA,RAPIDES, -92.533,  31.198,1.65895
22,081,LA,REDRIVER, -93.339,  32.093,1.46691
22,083,LA,RICHLAND, -91.764,  32.418,1.67067
22,085,LA,SABINE, -93.553,  31.565,1.35523
22,087,LA,STBERNARD, -89.462,  29.911,0.439891
22,087,LA,STBERNARD, -88.908,  29.853,0.439891
22,089,LA,STCHARLES, -90.358,  29.913,0.790648
22,091,LA,STHELENA, -90.710,  30.822,1.77713
22,093,LA,STJAMES, -90.796,  30.026,1.42758
22,095,LA,STJOHNTHEBAPTIST, -90.507,  30.114,1.08596
22,097,LA,STLANDRY, -92.006,  30.599,1.91625
22,099,LA,STMARTIN, -91.270,  29.846,1.7364
22,099,LA,STMARTIN, -91.726,  30.228,1.7364
22,101,LA,STMARY, -91.475,  29.634,1.12237
22,103,LA,STTAMMANY, -89.960,  30.404,1.25196
22,105,LA,TANGIPAHOA, -90.408,  30.634,1.43185
22,107,LA,TENSAS, -91.339,  32.001,1.63426
22,109,LA,TERREBONNE, -90.834,  29.339,0.525773
22,111,LA,UNION, -92.375,  32.832,1.38023
22,113,LA,VERMILION, -92.303,  29.807,1.34382
22,115,LA,VERNON, -93.184,  31.108,1.46987
22,117,LA,WASHINGTON, -90.041,  30.853,1.544
22,119,LA,WEBSTER, -93.335,  32.713,1.38832
22,121,LA,WESTBATONROUGE, -91.312,  30.463,1.85307
22,123,LA,WESTCARROLL, -91.456,  32.788,1.92686
22,125,LA,WESTFELICIANA, -91.696,  31.023,1.90078
22,125,LA,WESTFELICIANA, -91.415,  30.877,1.90078
22,127,LA,WINN, -92.637,  31.944,1.40051
23,001,ME,ANDROSCOGGIN, -70.207,  44.166,2.44824
23,003,ME,AROOSTOOK, -68.599,  46.658,0.774431
23,005,ME,CUMBERLAND, -70.331,  43.806,3.25287
23,007,ME,FRANKLIN, -70.443,  44.973,1.46844
23,009,ME,HANCOCK, -68.369,  44.565,2.06677
23,011,ME,KENNEBEC, -69.768,  44.409,1.71544
23,013,ME,KNOX, -69.045,  44.051,1.81904
23,015,ME,LINCOLN, -69.529,  43.999,1.83276
23,017,ME,OXFORD, -70.757,  44.500,2.18004
23,019,ME,PENOBSCOT, -68.650,  45.401,1.29388
23,021,ME,PISCATAQUIS, -69.286,  45.837,0.945979
23,023,ME,SAGADAHOC, -69.842,  43.914,2.00772
23,025,ME,SOMERSET, -69.959,  45.512,1.06109
23,027,ME,WALDO, -69.122,  44.485,1.57382
23,029,ME,WASHINGTON, -67.611,  44.970,1.49904
23,031,ME,YORK, -70.670,  43.436,3.3112
24,001,MD,ALLEGANY, -78.699,  39.622,1.94127
24,003,MD,ANNEARUNDEL, -76.568,  38.994,1.58514
24,005,MD,BALTIMORE, -76.617,  39.443,2.22448
24,009,MD,CALVERT, -76.531,  38.535,1.19917
24,011,MD,CAROLINE, -75.832,  38.872,1.20585
24,013,MD,CARROLL, -77.023,  39.563,2.37807
24,015,MD,CECIL, -75.948,  39.562,1.69078
24,017,MD,CHARLES, -77.014,  38.473,1.4156
24,019,MD,DORCHESTER, -76.084,  38.422,1.06637
24,021,MD,FREDERICK, -77.399,  39.472,1.8755
24,023,MD,GARRETT, -79.274,  39.529,1.62861
24,025,MD,HARFORD, -76.300,  39.537,2.02513
24,027,MD,HOWARD, -76.931,  39.251,2.13272
24,029,MD,KENT, -76.097,  39.235,1.59139
24,031,MD,MONTGOMERY, -77.204,  39.137,1.9499
24,033,MD,PRINCEGEORGE''S, -76.848,  38.830,0
24,035,MD,QUEENANNE''S, -76.085,  39.037,0
24,037,MD,STMARY''S, -76.529,  38.216,0
24,039,MD,SOMERSET, -75.853,  38.080,0.960753
24,041,MD,TALBOT, -76.179,  38.748,1.47058
24,043,MD,WASHINGTON, -77.815,  39.604,2.23125
24,045,MD,WICOMICO, -75.632,  38.369,0.822856
24,047,MD,WORCESTER, -75.298,  38.216,0.913133
24,510,MD,XBALTIMORE, -76.611,  39.301,1.57909
25,001,MA,BARNSTABLE, -70.257,  41.777,0
25,003,MA,BERKSHIRE, -73.207,  42.371,1.61977
25,005,MA,BRISTOL, -71.089,  41.757,1.68913
25,007,MA,DUKES, -70.703,  41.398,0
25,009,MA,ESSEX, -70.905,  42.639,2.00698
25,011,MA,FRANKLIN, -72.592,  42.583,1.69334
25,013,MA,HAMPDEN, -72.632,  42.135,1.96705
25,015,MA,HAMPSHIRE, -72.664,  42.340,1.82664
25,017,MA,MIDDLESEX, -71.392,  42.485,2.43343
25,019,MA,NANTUCKET, -70.177,  41.304,0
25,021,MA,NORFOLK, -70.776,  42.289,2.04101
25,021,MA,NORFOLK, -71.217,  42.159,2.04101
25,021,MA,NORFOLK, -71.141,  42.324,2.04101
25,023,MA,PLYMOUTH, -70.736,  41.987,1.42956
25,025,MA,SUFFOLK, -70.982,  42.349,0
25,027,MA,WORCESTER, -71.908,  42.351,2.5116
26,001,MI,ALCONA, -83.129,  44.684,0.588574
26,003,MI,ALGER, -86.572,  46.948,0.319494
26,005,MI,ALLEGAN, -86.291,  42.593,0.650564
26,007,MI,ALPENA, -83.165,  45.031,0.593462
26,009,MI,ANTRIM, -85.177,  45.008,0.491954
26,011,MI,ARENAC, -83.747,  44.043,0.770969
26,013,MI,BARAGA, -88.352,  46.700,0.869524
26,015,MI,BARRY, -85.309,  42.595,0.870902
26,017,MI,BAY, -83.942,  43.721,0.773668
26,019,MI,BENZIE, -86.301,  44.644,0.534249
26,021,MI,BERRIEN, -86.685,  41.996,0.956569
26,023,MI,BRANCH, -85.059,  41.916,1.0596
26,025,MI,CALHOUN, -85.006,  42.247,0.873459
26,027,MI,CASS, -85.994,  41.915,0.828133
26,029,MI,CHARLEVOIX, -85.374,  45.503,0.435502
26,031,MI,CHEBOYGAN, -84.492,  45.475,0.399513
26,033,MI,CHIPPEWA, -84.536,  46.335,0.421763
26,035,MI,CLARE, -84.848,  43.988,0.624209
26,037,MI,CLINTON, -84.602,  42.944,1.30146
26,039,MI,CRAWFORD, -84.610,  44.684,0.479326
26,041,MI,DELTA, -86.871,  45.791,0.46879
26,043,MI,DICKINSON, -87.870,  46.009,0.754613
26,045,MI,EATON, -84.838,  42.596,1.06434
26,047,MI,EMMET, -84.977,  45.587,0.360737
26,049,MI,GENESEE, -83.707,  43.022,1.21428
26,051,MI,GLADWIN, -84.388,  43.991,0.679935
26,053,MI,GOGEBIC, -89.795,  46.496,0.853045
26,055,MI,GRANDTRAVERSE, -85.552,  44.715,0.505613
26,057,MI,GRATIOT, -84.605,  43.293,0.927678
26,059,MI,HILLSDALE, -84.593,  41.888,1.3818
26,061,MI,HOUGHTON, -88.652,  46.992,0.675901
26,063,MI,HURON, -82.856,  43.910,1.1436
26,065,MI,INGHAM, -84.374,  42.597,0.967052
26,067,MI,IONIA, -85.075,  42.945,1.05955
26,069,MI,IOSCO, -83.085,  44.337,0.708519
26,071,MI,IRON, -88.531,  46.209,0.957869
26,073,MI,ISABELLA, -84.847,  43.641,0.695222
26,075,MI,JACKSON, -84.423,  42.248,0.900237
26,077,MI,KALAMAZOO, -85.531,  42.245,0.83631
26,079,MI,KALKASKA, -85.090,  44.685,0.425264
26,081,MI,KENT, -85.549,  43.032,0.817227
26,083,MI,KEWEENAW, -88.252,  47.715,0.427281
26,085,MI,LAKE, -85.802,  43.990,0.560712
26,087,MI,LAPEER, -83.222,  43.090,1.13424
26,089,MI,LEELANAU, -86.037,  45.151,0.537899
26,091,MI,LENAWEE, -84.066,  41.895,1.88864
26,093,MI,LIVINGSTON, -83.912,  42.603,0.873147
26,095,MI,LUCE, -85.564,  46.714,0.253338
26,097,MI,MACKINAC, -85.011,  46.000,0.395514
26,099,MI,MACOMB, -82.910,  42.673,1.33457
26,101,MI,MANISTEE, -86.364,  44.343,0.628211
26,103,MI,MARQUETTE, -87.573,  46.663,0.707275
26,105,MI,MASON, -86.544,  43.996,0.596262
26,107,MI,MECOSTA, -85.325,  43.641,0.488861
26,109,MI,MENOMINEE, -87.509,  45.525,0.582969
26,111,MI,MIDLAND, -84.388,  43.647,0.516539
26,113,MI,MISSAUKEE, -85.095,  44.337,0.652392
26,115,MI,MONROE, -83.494,  41.921,1.59784
26,117,MI,MONTCALM, -85.152,  43.311,0.629849
26,119,MI,MONTMORENCY, -84.127,  45.028,0.498251
26,121,MI,MUSKEGON, -86.533,  43.290,0.395052
26,123,MI,NEWAYGO, -85.801,  43.554,0.43939
26,125,MI,OAKLAND, -83.386,  42.660,1.04521
26,127,MI,OCEANA, -86.581,  43.645,0.416704
26,129,MI,OGEMAW, -84.127,  44.335,0.82719
26,131,MI,ONTONAGON, -89.435,  47.022,1.03563
26,133,MI,OSCEOLA, -85.325,  43.990,0.680753
26,135,MI,OSCODA, -84.130,  44.682,0.543003
26,137,MI,OTSEGO, -84.599,  45.021,0.51446
26,139,MI,OTTAWA, -86.422,  42.948,0.665198
26,141,MI,PRESQUEISLE, -83.532,  45.450,0.526835
26,143,MI,ROSCOMMON, -84.612,  44.336,0.578302
26,145,MI,SAGINAW, -84.053,  43.335,0.87917
26,147,MI,STCLAIR, -82.665,  42.931,1.43149
26,149,MI,STJOSEPH, -85.528,  41.914,0.951104
26,151,MI,SANILAC, -82.647,  43.443,1.23286
26,153,MI,SCHOOLCRAFT, -86.177,  46.042,0.242674
26,155,MI,SHIAWASSEE, -84.147,  42.954,1.16739
26,157,MI,TUSCOLA, -83.440,  43.491,1.00831
26,159,MI,VANBUREN, -86.306,  42.285,0.627719
26,161,MI,WASHTENAW, -83.839,  42.253,1.32159
26,163,MI,WAYNE, -83.261,  42.285,1.47422
26,165,MI,WEXFORD, -85.578,  44.338,0.649981
27,001,MN,AITKIN, -93.415,  46.608,0.502054
27,003,MN,ANOKA, -93.246,  45.273,0.428565
27,005,MN,BECKER, -95.674,  46.935,0.892741
27,007,MN,BELTRAMI, -94.937,  47.974,0.552472
27,009,MN,BENTON, -93.998,  45.699,0.866849
27,011,MN,BIGSTONE, -96.410,  45.426,1.47264
27,013,MN,BLUEEARTH, -94.067,  44.035,1.31208
27,015,MN,BROWN, -94.728,  44.242,1.31993
27,017,MN,CARLTON, -92.677,  46.592,0.717261
27,019,MN,CARVER, -93.803,  44.821,1.10061
27,019,MN,CARVER, -93.766,  44.635,1.10061
27,021,MN,CASS, -94.325,  46.949,0.544319
27,023,MN,CHIPPEWA, -95.566,  45.023,1.3148
27,025,MN,CHISAGO, -92.907,  45.504,0.479352
27,027,MN,CLAY, -96.490,  46.892,1.41027
27,029,MN,CLEARWATER, -95.379,  47.578,0.941896
27,031,MN,COOK, -90.388,  47.720,0.603508
27,033,MN,COTTONWOOD, -95.181,  44.007,1.40433
27,035,MN,CROWWING, -94.070,  46.483,0.530789
27,037,MN,DAKOTA, -93.066,  44.672,0.976144
27,039,MN,DODGE, -92.862,  44.023,1.30194
27,041,MN,DOUGLAS, -95.453,  45.934,1.16849
27,043,MN,FARIBAULT, -93.948,  43.674,1.34316
27,045,MN,FILLMORE, -92.090,  43.674,1.51424
27,047,MN,FREEBORN, -93.349,  43.674,1.25133
27,049,MN,GOODHUE, -92.722,  44.410,1.21727
27,051,MN,GRANT, -96.012,  45.934,1.47959
27,053,MN,HENNEPIN, -93.477,  45.005,0.907991
27,055,MN,HOUSTON, -91.492,  43.671,1.65455
27,057,MN,HUBBARD, -94.916,  47.109,0.66992
27,059,MN,ISANTI, -93.295,  45.562,0.471483
27,061,MN,ITASCA, -93.632,  47.510,0.515124
27,063,MN,JACKSON, -95.154,  43.674,1.36209
27,065,MN,KANABEC, -93.293,  45.945,0.948014
27,067,MN,KANDIYOHI, -95.004,  45.152,1.11598
27,069,MN,KITTSON, -96.782,  48.777,0.992227
27,071,MN,KOOCHICHING, -93.784,  48.245,0.414025
27,073,MN,LACQUIPARLE, -96.173,  44.995,1.36483
27,073,MN,LACQUIPARLE, -96.452,  45.300,1.36483
27,075,MN,LAKE, -91.409,  47.524,0.500776
27,077,MN,LAKEOFTHEWOODS, -94.905,  48.771,0.505752
27,079,MN,LESUEUR, -93.730,  44.372,1.21464
27,081,MN,LINCOLN, -96.267,  44.413,1.56034
27,083,MN,LYON, -95.839,  44.414,1.48399
27,085,MN,MCLEOD, -94.272,  44.824,1.15076
27,087,MN,MAHNOMEN, -95.809,  47.325,1.16137
27,089,MN,MARSHALL, -96.369,  48.358,1.01386
27,091,MN,MARTIN, -94.551,  43.674,1.18041
27,093,MN,MEEKER, -94.527,  45.123,1.02424
27,095,MN,MILLELACS, -93.630,  45.938,0.810536
27,097,MN,MORRISON, -94.268,  46.013,0.910987
27,099,MN,MOWER, -92.752,  43.671,1.29814
27,101,MN,MURRAY, -95.763,  44.022,1.49011
27,103,MN,NICOLLET, -94.249,  44.350,1.28152
27,105,MN,NOBLES, -95.753,  43.674,1.49998
27,107,MN,NORMAN, -96.455,  47.327,1.30372
27,109,MN,OLMSTED, -92.402,  44.004,1.27526
27,111,MN,OTTERTAIL, -95.708,  46.409,0.814867
27,113,MN,PENNINGTON, -96.036,  48.066,0.928646
27,115,MN,PINE, -92.741,  46.121,0.849343
27,117,MN,PIPESTONE, -96.258,  44.023,1.61382
27,119,MN,POLK, -96.402,  47.774,1.30488
27,121,MN,POPE, -95.444,  45.586,1.32465
27,123,MN,RAMSEY, -93.099,  45.017,0.658327
27,125,MN,REDLAKE, -96.095,  47.872,1.03105
27,127,MN,REDWOOD, -95.253,  44.404,1.44242
27,129,MN,RENVILLE, -94.947,  44.727,1.46313
27,131,MN,RICE, -93.296,  44.354,1.21306
27,133,MN,ROCK, -96.253,  43.675,1.69558
27,135,MN,ROSEAU, -95.810,  48.775,0.808928
27,137,MN,STLOUIS, -92.462,  47.588,0.622088
27,139,MN,SCOTT, -93.535,  44.649,1.06515
27,141,MN,SHERBURNE, -93.774,  45.444,0.504879
27,143,MN,SIBLEY, -94.232,  44.580,1.26771
27,145,MN,STEARNS, -94.613,  45.552,1.12344
27,147,MN,STEELE, -93.226,  44.022,1.30971
27,149,MN,STEVENS, -96.000,  45.586,1.60124
27,151,MN,SWIFT, -95.681,  45.283,1.37167
27,153,MN,TODD, -94.897,  46.071,0.95424
27,155,MN,TRAVERSE, -96.471,  45.772,1.64476
27,157,MN,WABASHA, -92.230,  44.284,1.16193
27,159,MN,WADENA, -94.969,  46.586,0.510671
27,161,MN,WASECA, -93.587,  44.022,1.23666
27,163,MN,WASHINGTON, -92.884,  45.038,0.862876
27,165,MN,WATONWAN, -94.614,  43.978,1.2011
27,167,MN,WILKIN, -96.468,  46.357,1.26622
27,169,MN,WINONA, -91.780,  43.987,1.58917
27,171,MN,WRIGHT, -93.963,  45.174,0.913909
27,173,MN,YELLOWMEDICINE, -95.868,  44.716,1.42659
28,001,MS,ADAMS, -91.351,  31.483,1.85764
28,003,MS,ALCORN, -88.580,  34.881,2.07637
28,005,MS,AMITE, -90.805,  31.174,1.84303
28,007,MS,ATTALA, -89.582,  33.086,1.74873
28,009,MS,BENTON, -89.188,  34.817,1.67572
28,011,MS,BOLIVAR, -90.885,  33.794,1.79351
28,013,MS,CALHOUN, -89.336,  33.937,1.82299
28,015,MS,CARROLL, -89.920,  33.449,1.86446
28,017,MS,CHICKASAW, -88.948,  33.921,2.13999
28,019,MS,CHOCTAW, -89.248,  33.347,1.76969
28,021,MS,CLAIBORNE, -90.911,  31.973,1.83464
28,023,MS,CLARKE, -88.689,  32.041,1.49798
28,025,MS,CLAY, -88.782,  33.656,2.23191
28,027,MS,COAHOMA, -90.600,  34.229,1.89211
28,029,MS,COPIAH, -90.449,  31.869,1.7301
28,031,MS,COVINGTON, -89.552,  31.633,1.65631
28,033,MS,DESOTO, -89.991,  34.875,1.91842
28,035,MS,FORREST, -89.258,  31.189,1.44916
28,037,MS,FRANKLIN, -90.898,  31.477,1.84154
28,039,MS,GEORGE, -88.644,  30.862,1.44456
28,041,MS,GREENE, -88.639,  31.214,1.40882
28,043,MS,GRENADA, -89.802,  33.770,1.74398
28,045,MS,HANCOCK, -89.474,  30.395,1.29353
28,047,MS,HARRISON, -89.083,  30.419,1.08107
28,049,MS,HINDS, -90.444,  32.267,1.77676
28,051,MS,HOLMES, -90.092,  33.124,1.92547
28,053,MS,HUMPHREYS, -90.527,  33.128,1.80824
28,055,MS,ISSAQUENA, -90.991,  32.742,1.72948
28,057,MS,ITAWAMBA, -88.361,  34.280,1.81704
28,059,MS,JACKSON, -88.623,  30.462,1.09698
28,061,MS,JASPER, -89.119,  32.019,1.57955
28,063,MS,JEFFERSON, -91.036,  31.733,1.90606
28,065,MS,JEFFERSONDAVIS, -89.823,  31.570,1.61756
28,067,MS,JONES, -89.169,  31.622,1.60704
28,069,MS,KEMPER, -88.641,  32.754,1.72792
28,071,MS,LAFAYETTE, -89.485,  34.357,1.64149
28,073,MS,LAMAR, -89.509,  31.206,1.38601
28,075,MS,LAUDERDALE, -88.663,  32.404,1.49616
28,077,MS,LAWRENCE, -90.107,  31.550,1.73284
28,079,MS,LEAKE, -89.524,  32.753,1.70107
28,081,MS,LEE, -88.680,  34.290,2.23948
28,083,MS,LEFLORE, -90.301,  33.551,1.80445
28,085,MS,LINCOLN, -90.454,  31.532,1.86613
28,087,MS,LOWNDES, -88.443,  33.473,2.35346
28,089,MS,MADISON, -90.034,  32.635,1.83192
28,091,MS,MARION, -89.822,  31.230,1.48285
28,093,MS,MARSHALL, -89.503,  34.762,1.74382
28,095,MS,MONROE, -88.480,  33.892,2.22127
28,097,MS,MONTGOMERY, -89.616,  33.494,1.81151
28,099,MS,NESHOBA, -89.118,  32.753,1.64244
